cpc_1,cpc_2,convergence_prob,actually_converged,jaccard_cutoff,jaccard_target,convergence_type
B29L,B32B,0.0013,0,0.045054,0.056639,SYM
F01C,F04C,0.0013,0,0.324873,0.300242,ASYM
C08K,C08F,0.0013,0,0.062126,0.074544,SYM
F02D,F01L,0.0013,0,0.091845,0.088831,GPT
A61F,A61B,0.0013,0,0.20832,0.173022,SYM
H04L,H04M,0.0012,0,0.098573,0.088808,ASYM
H05K,B23K,0.0012,0,0.034225,0.028641,ASYM
D21G,D21F,0.0012,0,0.29484,0.283117,SYM
C07D,C07B,0.0012,0,0.031808,0.031321,GPT
G01N,B01L,0.0012,0,0.109726,0.104422,GPT
C09D,C03C,0.0012,0,0.027687,0.021983,GPT
B65D,A61F,0.0012,0,0.009389,0.009471,SYM
C22C,B23K,0.0012,0,0.040309,0.055025,SYM
H01L,H10B,0.0012,0,0.023079,0.020336,GPT
F16L,F16K,0.0012,0,0.020881,0.015342,SYM
B01D,B01J,0.0012,0,0.126787,0.132767,SYM
A61K,A23L,0.0012,0,0.034816,0.043382,GPT
E05B,E05C,0.0011,0,0.383079,0.392625,ASYM
C09D,C08J,0.0011,0,0.056387,0.061672,SYM
B62D,B60R,0.0011,0,0.08273,0.081752,SYM
H04B,G02B,0.0011,0,0.016586,0.007738,SYM
C04B,C23C,0.0011,0,0.034253,0.037164,SYM
F16H,B60K,0.0011,0,0.123891,0.13991,SYM
B32B,D04H,0.0011,0,0.052096,0.061849,GPT
H01L,B23K,0.0011,0,0.021547,0.022283,ASYM
H04N,G09G,0.0011,0,0.040373,0.050679,GPT
G06T,G06V,0.0011,0,0.167828,0.182498,SYM
F16L,B29C,0.0011,0,0.02722,0.025257,ASYM
G07C,B60R,0.0011,0,0.056033,0.049922,GPT
E04F,E04B,0.0011,0,0.118615,0.111694,SYM
A61K,C07K,0.0011,0,0.213237,0.201807,ASYM
C12N,C07K,0.0011,0,0.290657,0.25448,SYM
B60G,F16F,0.0011,0,0.175529,0.141279,SYM
B29K,B29B,0.0011,0,0.145961,0.141021,ASYM
C09D,C09K,0.0011,0,0.032208,0.030695,ASYM
H04M,H04W,0.001,0,0.126495,0.099305,ASYM
F02D,F01N,0.001,0,0.176906,0.131915,SYM
H01L,H05K,0.001,0,0.118048,0.116558,SYM
C09D,B05D,0.001,0,0.058382,0.056604,GPT
F27B,F27D,0.001,0,0.510204,0.519637,SYM
C22C,C22F,0.001,0,0.156699,0.179988,GPT
H04L,H04W,0.001,0,0.307442,0.428644,ASYM
B65H,B65G,0.001,0,0.03353,0.034408,SYM
B41F,B41P,0.001,0,0.477021,0.502433,ASYM
A61F,B32B,0.001,0,0.02442,0.022727,SYM
E04B,E04C,0.001,0,0.168687,0.19889,SYM
H04N,B41J,0.001,0,0.034124,0.015796,GPT
H04B,H01S,0.001,0,0.029474,0.011478,GPT
E05Y,E05D,0.0009,0,0.558376,0.498352,ASYM
C12N,C12R,0.0009,0,0.056966,0.054038,GPT
C07D,C07F,0.0009,0,0.050332,0.049449,GPT
G06T,H04N,0.0009,0,0.118427,0.12608,ASYM
B41J,B41M,0.0009,0,0.082171,0.129864,SYM
C08L,B29C,0.0009,0,0.029738,0.039375,SYM
G11C,H03K,0.0009,0,0.058311,0.054196,SYM
G11B,H04N,0.0009,0,0.101883,0.102629,ASYM
B32B,H05K,0.0009,0,0.024986,0.022865,SYM
G07C,E05B,0.0009,0,0.068966,0.056429,SYM
H04L,G06F,0.0009,0,0.131209,0.126599,ASYM
G02B,A61B,0.0009,0,0.018824,0.027843,SYM
G06F,H04N,0.0009,0,0.070202,0.078591,SYM
F16H,F16C,0.0009,0,0.04712,0.042913,SYM
C08L,C09D,0.0009,0,0.122225,0.130679,SYM
A61K,A61Q,0.0008,0,0.19697,0.145152,GPT
F24D,F24H,0.0008,0,0.139466,0.168831,SYM
F02D,F02M,0.0008,0,0.234853,0.215297,SYM
B81B,B81C,0.0008,0,0.388601,0.429194,SYM
C07D,A01N,0.0008,0,0.041352,0.042324,GPT
H10D,H10B,0.0008,0,0.156332,0.126266,ASYM
C08G,H01L,0.0008,0,0.01575,0.01741,SYM
G01B,G01D,0.0008,0,0.08249,0.053814,SYM
B01D,F01N,0.0008,0,0.126991,0.136852,ASYM
H01R,H05K,0.0008,0,0.096052,0.067032,ASYM
C08J,A61L,0.0007,0,0.020769,0.023813,SYM
B60W,B60K,0.0007,0,0.312731,0.276255,SYM
G02B,G02F,0.0007,0,0.104297,0.114065,ASYM
C08K,C08J,0.0007,0,0.108429,0.151506,SYM
C07D,C07K,0.0007,0,0.015842,0.013284,SYM
F21S,F21V,0.0007,0,0.399491,0.404217,SYM
F23C,F23D,0.0007,0,0.251969,0.225597,SYM
C21D,C22C,0.0006,0,0.208145,0.213521,ASYM
G01C,G08G,0.0006,0,0.212963,0.198124,SYM
G06Q,G07F,0.0006,0,0.259295,0.167425,ASYM
F02B,F02F,0.0006,0,0.13916,0.073761,GPT
C08L,C08J,0.0006,0,0.147669,0.188445,ASYM
A61M,A61B,0.0006,0,0.149791,0.140058,ASYM
H04B,H04W,0.0006,0,0.179231,0.173701,SYM
A61F,A61L,0.0006,0,0.147262,0.140393,SYM
B65D,B32B,0.0006,0,0.044126,0.042876,SYM
F25D,F25B,0.0006,0,0.169924,0.138203,SYM
A43B,A43C,0.0006,0,0.243986,0.165138,ASYM
C07D,A61P,0.0005,0,0.283513,0.309139,ASYM
C08J,B32B,0.0005,0,0.075308,0.073572,SYM
A61P,C07J,0.0005,0,0.008737,0.006721,GPT
H01L,H10D,0.0004,0,0.149362,0.143448,GPT
E05F,E05Y,0.0004,0,0.528986,0.569729,ASYM
C08L,C09J,0.0004,0,0.110866,0.111499,GPT
F02D,F02B,0.0004,0,0.216676,0.210959,SYM
H04L,H04Q,0.0003,0,0.111808,0.04758,GPT
H01L,G02B,0.0003,0,0.017013,0.014407,SYM
B41J,G06K,0.0003,0,0.074603,0.03745,SYM
C12N,C12P,0.0003,0,0.146422,0.165914,GPT
C07D,C07C,0.0003,0,0.141408,0.121503,ASYM
H04B,H04N,0.0003,0,0.021898,0.019319,SYM
G02B,H04N,0.0003,0,0.056761,0.066727,SYM
C08G,C09D,0.0002,0,0.158469,0.167282,SYM
C08G,C08L,0.0002,0,0.187931,0.225878,SYM
