weight_current,strength_c1,strength_c2,strength_product,strength_diff,pagerank_c1,pagerank_c2,pagerank_product,same_cluster,common_neighbors,jaccard_topo,adamic_adar,top10_overlap,weight_lag1,weight_lag2,weight_growth,weight_acceleration,year,c1,c2,target_weight
661.8643736421759,19479.456800188033,5435.749917665417,105885455.69778915,14043.706882522616,0.03465960985753044,0.009383776130710871,0.0003252380196808454,0,332,0.5589225589225589,55.04973280091549,0.17647058823529413,0.0,0.0,0.0,0.0,2002,Y10S,G01N,379.85306519938064
654.6573281787822,4810.120439808165,5542.076706823409,26658056.446476005,731.9562670152436,0.0075263204866526925,0.009365992386914677,7.049146037946908e-05,1,113,0.4829059829059829,17.373164104079194,0.17647058823529413,0.0,0.0,0.0,0.0,2002,H04L,G06F,1471.2461089914636
637.1608361690965,4057.37112897356,1402.2842519379547,5689587.638427343,2655.0868770356055,0.007071991094079716,0.0024871180615171594,1.7588876780974157e-05,0,101,0.38549618320610685,15.160954797511206,0.17647058823529413,0.0,0.0,0.0,0.0,2002,H01L,H10D,601.2171711825146
632.7211682076104,3403.0775217843066,2221.2584168613666,7559114.588495112,1181.81910492294,0.005705830923368467,0.0035517559500067666,2.0265718931806557e-05,1,66,0.41509433962264153,10.145181783888459,0.3333333333333333,0.0,0.0,0.0,0.0,2002,H04B,H04W,1259.7432991205465
620.9802070869091,24528.662215722605,5435.749917665417,133331673.61955698,19092.91229805719,0.04780492323646905,0.009383776130710871,0.00044859069759684375,0,324,0.5491525423728814,53.45059865638679,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y10T,G01N,646.5790441006862
618.5132607008051,4754.2248649419635,3280.632338591568,15596863.836864736,1473.5925263503955,0.0070545150735350825,0.005156080473731571,3.6373647422299276e-05,1,149,0.5457875457875457,22.92544641159142,0.3333333333333333,0.0,0.0,0.0,0.0,2002,C08G,C09D,516.106442245489
597.2501548737108,19479.456800188033,3983.7914685420137,77602093.8124218,15495.665331646018,0.03465960985753044,0.005970949513142868,0.00020695078060454315,0,167,0.28449744463373083,25.74766681381587,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y10S,C08F,272.32982218085175
593.7059899032932,4810.120439808165,3403.0775217843066,16369212.74578641,1407.0429180238589,0.0075263204866526925,0.005705830923368467,4.294391217192454e-05,1,92,0.48936170212765956,13.845955708792935,0.17647058823529413,0.0,0.0,0.0,0.0,2002,H04L,H04B,1280.770156786774
582.4292826474353,3475.4483439825503,16933.696853777008,58852188.687961824,13458.248509794457,0.004732200624186302,0.01774924253705815,8.399297661270064e-05,0,115,0.45454545454545453,18.53554701713886,0.17647058823529413,0.0,0.0,0.0,0.0,2002,C12N,A61K,919.1522010190696
579.1830993620715,24528.662215722605,958.7840244553465,23517689.473696318,23569.878191267257,0.04780492323646905,0.0020009240556912327,9.56540208843237e-05,0,92,0.1602787456445993,15.349048937281715,0.1111111111111111,0.0,0.0,0.0,0.0,2002,Y10T,B23B,418.87702785964314
574.4597455752306,803.5933703241816,1332.6194113708696,1070884.124142944,529.026041046688,0.0017368390586221403,0.0027991568753675646,4.861684992349093e-06,1,95,0.6129032258064516,14.925170790342895,0.42857142857142855,0.0,0.0,0.0,0.0,2002,E05D,E05Y,563.0608772177056
567.7237478426267,2669.6076840120536,3826.9878374863283,10216556.137574174,1157.3801534742747,0.004975165114866573,0.007143295292308563,3.553907354348418e-05,1,143,0.4880546075085324,21.615803212485176,0.3333333333333333,0.0,0.0,0.0,0.0,2002,A61M,A61B,889.6442577236046
565.4782868745441,24528.662215722605,1633.1134468630341,40058088.098057814,22895.54876885957,0.04780492323646905,0.0034490738543947594,0.00016488271084625391,0,198,0.34375,32.256816871591,0.0,0.0,0.0,0.0,0.0,2002,Y10T,F16K,609.9031735246547
544.3287786189735,891.1332562208142,688.4570314583103,613506.9562115596,202.67622476250392,0.001758660302851208,0.0013794049544801935,2.425904735000594e-06,1,77,0.6936936936936937,11.799733590135036,0.5384615384615384,0.0,0.0,0.0,0.0,2002,C10M,C10N,238.20627682666574
519.6315534247626,4810.120439808165,2221.2584168613666,10684520.513040787,2588.862022946799,0.0075263204866526925,0.0035517559500067666,2.6731653570126525e-05,1,61,0.40131578947368424,9.242420713960184,0.3333333333333333,0.0,0.0,0.0,0.0,2002,H04L,H04W,3456.9777664231638
507.61908953057014,3256.5394918184907,2634.8916994140777,8580628.87580668,621.6477924044129,0.005915982082911839,0.004496098719821406,2.6598839469466293e-05,1,141,0.4684385382059801,21.560697815327167,0.3333333333333333,0.0,0.0,0.0,0.0,2002,A61F,A61L,518.169911376475
491.9243320091364,3438.4372883763895,1782.0382946895481,6127426.921775215,1656.3989936868413,0.006918057569469235,0.0034342368711286504,2.37582483816619e-05,1,93,0.3345323741007194,14.113803075919282,0.25,0.0,0.0,0.0,0.0,2002,Y02T,F02D,816.2263159534399
489.6947692963851,4977.407516118947,3983.7914685420137,19828953.598171555,993.6160475769329,0.007671118884042998,0.005970949513142868,4.58038635659376e-05,1,146,0.5177304964539007,21.966470938863335,0.42857142857142855,0.0,0.0,0.0,0.0,2002,C08L,C08F,551.2336066738841
482.02172465864146,1841.4696164872582,1947.0926088153403,3585511.8796203597,105.62299232808209,0.002799574354553285,0.003125139370664727,8.749060036517763e-06,1,46,0.3770491803278688,6.672207400114821,0.3333333333333333,0.0,0.0,0.0,0.0,2002,H04Q,H04M,459.01664730717596
474.92190330655995,1327.9161104652985,1126.3448723477009,1495691.501930492,201.57123811759766,0.0025079814857020422,0.002281664261609893,5.722371724705633e-06,1,92,0.5443786982248521,14.17587537971934,0.5384615384615384,0.0,0.0,0.0,0.0,2002,G06Q,G07F,347.50563682039507
470.3868587880286,1946.0667566283382,3438.4372883763895,6691428.501660578,1492.3705317480512,0.003977102010496268,0.006918057569469235,2.7513820668265016e-05,1,157,0.5376712328767124,24.9118105486406,0.25,0.0,0.0,0.0,0.0,2002,F02B,Y02T,413.78332226593113
467.5009166290888,4308.161711919734,5390.37453940438,23222605.203568924,1082.2128274846455,0.008326878380701409,0.008589729554877096,7.152563332657803e-05,1,243,0.6497326203208557,40.61595765549367,0.17647058823529413,0.0,0.0,0.0,0.0,2002,B01D,B01J,395.4015683547097
459.37525604449746,1110.7074249143377,549.9378705330404,610820.0760426277,560.7695543812973,0.002694913837618771,0.0014246842824920689,3.839401387125846e-06,1,41,0.33884297520661155,6.450397085769948,0.5384615384615384,0.0,0.0,0.0,0.0,2002,B41F,B41P,348.09906033949113
451.1305360314304,1515.6800390840829,5435.749917665417,8238857.64765842,3920.0698785813347,0.002355156047741229,0.009383776130710871,2.21002571048935e-05,0,101,0.29190751445086704,15.876910329963314,0.3333333333333333,0.0,0.0,0.0,0.0,2002,C12Q,G01N,747.2102491283368
437.7097860565568,19479.456800188033,4057.37112897356,79035385.62917061,15422.085671214472,0.03465960985753044,0.007071991094079716,0.00024511245223673284,0,251,0.42614601018675724,40.09298948707632,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y10S,H01L,241.15060259094233
423.47550705722927,24528.662215722605,5885.719676691423,144368829.84599596,18642.94253903118,0.04780492323646905,0.010835634664730597,0.0005179966833658693,0,387,0.6683937823834197,70.05760995301289,0.17647058823529413,0.0,0.0,0.0,0.0,2002,Y10T,B29C,348.78707718029005
423.3459924566981,3962.828771505114,5894.56314176269,23359144.41363077,1931.7343702575758,0.007023903558003178,0.009791041078332847,6.877132826665736e-05,0,132,0.42718446601941745,20.39990083642788,0.05263157894736842,0.0,0.0,0.0,0.0,2002,G02B,H04N,346.4572344400827
400.6257364451146,24528.662215722605,2154.0744253614466,52836563.9672177,22374.587790361158,0.04780492323646905,0.004345105763545377,0.00020771744748062602,0,206,0.3582608695652174,33.60227601094527,0.17647058823529413,0.0,0.0,0.0,0.0,2002,Y10T,F16L,279.59486924533263
397.07460340858756,24528.662215722605,1674.7127224802027,41078462.67809009,22853.949493242402,0.04780492323646905,0.003126037836900306,0.00014943999882731688,0,147,0.2552083333333333,23.420556827820985,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y10T,B41M,214.5507926755874
396.1121687314639,4977.407516118947,2554.899169096892,12716774.327188922,2422.5083470220547,0.007671118884042998,0.004043344695219111,3.10169778461904e-05,1,184,0.6301369863013698,28.589036261356867,0.6666666666666666,0.0,0.0,0.0,0.0,2002,C08L,C08J,353.1669102072914
394.9713990794086,1332.6194113708696,672.5188997815027,896211.7403626109,660.1005115893669,0.0027991568753675646,0.0014977762555282298,4.192510703424131e-06,1,88,0.5986394557823129,13.636455012475022,0.42857142857142855,0.0,0.0,0.0,0.0,2002,E05Y,E05F,457.69602398925633
390.17688440666547,954.255463673396,1691.0758025362322,1613718.3240560724,736.8203388628363,0.002026441743177595,0.0034249755154029224,6.940513353773679e-06,1,88,0.4489795918367347,13.142014214429803,0.42857142857142855,0.0,0.0,0.0,0.0,2002,C21D,C22C,296.5534030852596
382.8549766987651,4810.120439808165,5894.56314176269,28353558.651932552,1084.4427019545246,0.0075263204866526925,0.009791041078332847,7.369051305351458e-05,1,100,0.4608294930875576,15.187559588692555,0.1111111111111111,0.0,0.0,0.0,0.0,2002,H04L,H04N,624.44147352005
382.5488799930868,19479.456800188033,3160.872862799221,61572086.3817841,16318.583937388812,0.03465960985753044,0.006670701430343667,0.0002312039090517818,0,264,0.44594594594594594,44.56233628747744,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y10S,B65D,229.49789183769153
380.11391403412176,5542.076706823409,1210.1913886588895,6706973.505884707,4331.885318164519,0.009365992386914677,0.0022021059274310397,2.0624907351498804e-05,0,73,0.31196581196581197,10.710791428680634,0.05263157894736842,0.0,0.0,0.0,0.0,2002,G06F,G11C,260.045591946364
378.5124205098107,878.4016878237691,1107.6201685056594,972935.4254830187,229.21848068189036,0.0020603293445317448,0.002474919500576152,5.099149272390896e-06,1,132,0.6139534883720931,21.174417659410278,0.3333333333333333,0.0,0.0,0.0,0.0,2002,F28D,F28F,376.2989234933153
376.1365311678764,24528.662215722605,1238.8132268123127,30386431.18884857,23289.848988910293,0.04780492323646905,0.002870923657920303,0.00013724428508464303,0,146,0.2530329289428076,24.004529009819333,0.1111111111111111,0.0,0.0,0.0,0.0,2002,Y10T,B23Q,444.1936481813658
373.0338500282683,7341.134945151282,794.9448073044442,5835797.104369208,6546.190137846838,0.009877065030274183,0.0011637938882467721,1.1494867916049014e-05,0,73,0.39037433155080214,10.890181351336617,0.42857142857142855,0.0,0.0,0.0,0.0,2002,C07C,C07B,259.7886835415381
369.1473651754546,24528.662215722605,1061.0657143207327,26026522.495257672,23467.596501401873,0.04780492323646905,0.002050461805914976,9.802216923107714e-05,0,93,0.16202090592334495,14.257497658925299,0.1111111111111111,0.0,0.0,0.0,0.0,2002,Y10T,B60C,454.02821311812914
362.8500084758073,5542.076706823409,5894.56314176269,32668121.084862817,352.486434939281,0.009365992386914677,0.009791041078332847,9.170281619963432e-05,1,128,0.47761194029850745,20.116783321663704,0.25,0.0,0.0,0.0,0.0,2002,G06F,H04N,324.8079220668029
362.53988441055066,3475.4483439825503,17501.48203921858,60825496.77044256,14026.033695236029,0.004732200624186302,0.017783413024816026,8.415467821619721e-05,0,100,0.45248868778280543,15.547748173889385,0.17647058823529413,0.0,0.0,0.0,0.0,2002,C12N,A61P,744.0216700351741
359.5083021809472,10442.851945692943,4756.444971996815,49670850.630398355,5686.406973696127,0.011307770898131664,0.008183371222339062,9.25356869565738e-05,0,133,0.3427835051546392,20.3097105098113,0.17647058823529413,0.0,0.0,0.0,0.0,2002,C07D,Y02P,219.6481363175936
354.9865269777435,5390.37453940438,764.265768078128,4119678.737586674,4626.108771326252,0.008589729554877096,0.001428257994531594,1.2268349907617524e-05,0,78,0.2635135135135135,12.32422598115055,0.3333333333333333,0.0,0.0,0.0,0.0,2002,B01J,C10G,203.19160825007688
354.54660252399054,3022.1602607518894,2155.6628292163064,6514758.538037508,866.497431535583,0.005429608484353478,0.004046084294127214,2.1968653611802475e-05,1,143,0.4612903225806452,21.490162287165525,0.17647058823529413,0.0,0.0,0.0,0.0,2002,H05K,H01R,283.4613413288182
353.1470731317416,24528.662215722605,3022.1602607518894,74129548.19776325,21506.501954970714,0.04780492323646905,0.005429608484353478,0.0002595620167985991,0,255,0.4396551724137931,40.23367118163358,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y10T,H05K,397.05423909583754
350.23498618378056,919.2793263411435,2617.873886471741,2406557.3428018135,1698.5945601305975,0.001868296808187275,0.005163294257228813,9.646566180512278e-06,0,70,0.3181818181818182,10.658752153909258,0.3333333333333333,0.0,0.0,0.0,0.0,2002,B60W,F16H,238.4880139210185
348.838201285983,3962.828771505114,1565.1610812678018,6202465.364888099,2397.6676902373124,0.007023903558003178,0.0027452824020106894,1.9282598831206393e-05,0,120,0.4444444444444444,17.634953625008883,0.17647058823529413,0.0,0.0,0.0,0.0,2002,G02B,G02F,345.1539000770456
338.6604578792865,19479.456800188033,16933.696853777008,329859216.3306292,2545.7599464110244,0.03465960985753044,0.01774924253705815,0.0006151818216011193,0,236,0.400679117147708,39.233718313729796,0.0,0.0,0.0,0.0,0.0,2002,Y10S,A61K,193.79331621714218
337.82710722140985,24528.662215722605,1077.9205712409985,26439949.587349206,23450.741644481604,0.04780492323646905,0.0023600328098877985,0.00011282118731223457,0,104,0.18024263431542462,16.329942909111228,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y10T,E05B,377.6217789309363
335.2431060385406,2221.2584168613666,1947.0926088153403,4324995.845739631,274.1658080460263,0.0035517559500067666,0.003125139370664727,1.1099732354358846e-05,1,54,0.39705882352941174,8.149666616491801,0.3333333333333333,0.0,0.0,0.0,0.0,2002,H04W,H04M,722.3878275978213
333.1999551239809,24528.662215722605,4977.407516118947,122089147.67288052,19551.254699603658,0.04780492323646905,0.007671118884042998,0.00036671724938950364,0,248,0.4246575342465753,40.20801017747501,0.17647058823529413,0.0,0.0,0.0,0.0,2002,Y10T,C08L,313.2694707018933
332.9990299478118,24528.662215722605,2397.7758957517444,58814235.01589624,22130.88631997086,0.04780492323646905,0.0044531768694893135,0.0002128837784043562,0,239,0.4163763066202091,38.62453585934948,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y10T,C23C,276.96069060129446
331.7856624483169,1077.9205712409985,476.5414900215927,513673.8751441118,601.3790812194057,0.0023600328098877985,0.0011300471961764368,2.666948459698104e-06,0,47,0.415929203539823,7.453832578699427,0.17647058823529413,0.0,0.0,0.0,0.0,2002,E05B,E05C,286.6138560745867
329.8105114842963,3983.7914685420137,2407.234680557628,9589920.983183939,1576.5567879843857,0.005970949513142868,0.00323481218799735,1.9314900259031393e-05,1,98,0.49746192893401014,14.25318120326835,0.25,0.0,0.0,0.0,0.0,2002,C08F,C07F,114.90036021672836
329.29119151291417,17501.48203921858,1032.9066912483752,18077397.90507213,16468.575347970203,0.017783413024816026,0.0014068574056960116,2.5018726312513337e-05,0,73,0.35960591133004927,11.084447996307047,0.42857142857142855,0.0,0.0,0.0,0.0,2002,A61P,C07H,253.0645803690651
322.7063386960818,19479.456800188033,4308.161711919734,83920649.95556459,15171.295088268298,0.03465960985753044,0.008326878380701409,0.00028860635600621567,0,315,0.5276381909547738,53.86852418909881,0.1111111111111111,0.0,0.0,0.0,0.0,2002,Y10S,B01D,252.42776312050037
320.8126395429311,1301.3807053840683,4977.407516118947,6477502.104310838,3676.0268107348784,0.0022470279653543047,0.007671118884042998,1.7237218658002123e-05,1,138,0.4928571428571429,21.11435002442185,0.6666666666666666,0.0,0.0,0.0,0.0,2002,C09J,C08L,228.18289659247813
320.66898125380334,4057.37112897356,3022.1602607518894,12262025.789105922,1035.2108682216708,0.007071991094079716,0.005429608484353478,3.839814284568746e-05,1,192,0.5907692307692308,28.946566006743353,0.17647058823529413,0.0,0.0,0.0,0.0,2002,H01L,H05K,405.4840117386395
319.0135862941413,3475.4483439825503,1080.578870331603,3755496.0454365043,2394.8694736509474,0.004732200624186302,0.0017016674673244125,8.052631851030109e-06,1,76,0.5314685314685315,11.934684324847503,0.3333333333333333,0.0,0.0,0.0,0.0,2002,C12N,C12P,641.0303730368681
318.71553916060117,3403.0775217843066,1006.5510646332257,3425371.302581393,2396.5264571510806,0.005705830923368467,0.0016557024753832094,9.447158383939234e-06,0,43,0.2866666666666667,6.441233962387173,0.25,0.0,0.0,0.0,0.0,2002,H04B,H04J,517.2016762327904
318.35815797313614,17501.48203921858,4091.3757627066043,71605139.42670386,13410.106276511975,0.017783413024816026,0.004271359319538849,7.595934695675648e-05,0,106,0.4732142857142857,16.71613339248899,0.25,0.0,0.0,0.0,0.0,2002,A61P,A61Q,325.65148670038536
317.7329397774502,4977.407516118947,3280.632338591568,16329044.059728548,1696.7751775273787,0.007671118884042998,0.005156080473731571,3.955290628968762e-05,1,168,0.5419354838709678,25.872294331424676,0.3333333333333333,0.0,0.0,0.0,0.0,2002,C08L,C09D,291.0190656464187
312.7364093655269,5885.719676691423,1046.430241949369,6158995.0653263675,4839.289434742054,0.010835634664730597,0.002075500137336756,2.248936123477927e-05,0,173,0.43686868686868685,27.355809719029228,0.25,0.0,0.0,0.0,0.0,2002,B29C,B29D,216.4736362121188
312.6954438524689,3921.1998336358897,371.7494927898082,1457704.0492816223,3549.4503408460814,0.008502720730132425,0.000978348031021689,8.318620084652358e-06,1,52,0.13941018766756033,8.613742870058822,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y02E,G21C,250.09630089023076
311.94416107919795,3438.4372883763895,1194.5097961591289,4107247.0244444287,2243.927492217261,0.006918057569469235,0.002319333115257174,1.6045280014125554e-05,1,116,0.41134751773049644,18.382625025004806,0.25,0.0,0.0,0.0,0.0,2002,Y02T,F01N,437.08701360585707
311.7817429268643,19479.456800188033,1097.946464790829,21387400.729812123,18381.510335397204,0.03465960985753044,0.0019220430629578998,6.661726269149363e-05,0,107,0.18228279386712096,15.763818379689113,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y10S,G03C,67.145909446934
309.99417379474767,2669.6076840120536,19479.456800188033,52002507.55416282,16809.849116175978,0.004975165114866573,0.03465960985753044,0.00017243728185807107,0,196,0.33276740237691,30.997555240269662,0.17647058823529413,0.0,0.0,0.0,0.0,2002,A61M,Y10S,170.9384169520716
309.13051061761104,3826.9878374863283,809.8327005205095,3099219.8952906984,3017.1551369658187,0.007143295292308563,0.0016953644792405745,1.2110489103306354e-05,0,99,0.391304347826087,14.944408310211397,0.25,0.0,0.0,0.0,0.0,2002,A61B,A61N,527.2387954307302
300.31933145704414,4754.2248649419635,24528.662215722605,116614775.80975084,19774.43735078064,0.0070545150735350825,0.04780492323646905,0.00033724055156085845,0,200,0.3472222222222222,32.477309225667305,0.05263157894736842,0.0,0.0,0.0,0.0,2002,C08G,Y10T,271.71234404635135
298.6332666121229,24528.662215722605,1091.8267194089735,26781048.798483256,23436.83549631363,0.04780492323646905,0.002453708320955766,0.00011729933792797577,0,146,0.25435540069686413,23.47611152354615,0.1111111111111111,0.0,0.0,0.0,0.0,2002,Y10T,B21D,232.18899241729935
296.6741604278054,1416.6776973407614,1632.6710379910176,2312968.6466160654,215.9933406502562,0.003016896726462303,0.0032695477567023833,9.863887924207586e-06,1,134,0.4557823129251701,21.89356039089257,0.05263157894736842,0.0,0.0,0.0,0.0,2002,Y02W,C02F,158.7451175472683
293.5365095418791,3431.0608475366644,5542.076706823409,19015202.40282673,2111.0158592867447,0.005710105442636953,0.009365992386914677,5.348080410421777e-05,1,132,0.4536082474226804,20.182140655215985,0.3333333333333333,0.0,0.0,0.0,0.0,2002,G11B,G06F,207.33392410667375
287.38694664285674,4754.2248649419635,2554.899169096892,12146565.157140005,2199.3256958450716,0.0070545150735350825,0.004043344695219111,2.8523836099921334e-05,1,151,0.5613382899628253,23.16010484416675,0.42857142857142855,0.0,0.0,0.0,0.0,2002,C08G,C08J,217.69280641457718
286.3072321447224,1436.5066452220767,4756.444971996815,6832664.80990656,3319.9383267747385,0.0029858105480497074,0.008183371222339062,2.4433996114266397e-05,0,161,0.3684210526315789,25.44778605646091,0.0,0.0,0.0,0.0,0.0,2002,G05B,Y02P,302.11448907581655
284.7009085623113,19479.456800188033,3256.5394918184907,63435620.34898458,16222.917308369542,0.03465960985753044,0.005915982082911839,0.00020504563091786466,0,217,0.36904761904761907,35.48484271604039,0.17647058823529413,0.0,0.0,0.0,0.0,2002,Y10S,A61F,197.79068320620576
284.64108596691557,4345.455357987994,5435.749917665417,23620808.604401983,1090.2945596774234,0.005132930328177606,0.009383776130710871,4.816626909415493e-05,0,124,0.3463687150837989,19.229336969475227,0.25,0.0,0.0,0.0,0.0,2002,C07K,G01N,441.3639169543709
