cpc4,window_start,window_end,strength,pagerank,t_center
B21G,1980,1984,2.1844994549289996,0.0002600794913065215,1982.0
F41H,1980,1984,56.69986374436224,0.00045322351902942,1982.0
H03G,1980,1984,119.88425030867762,0.0008563767590361805,1982.0
A23N,1980,1984,30.82474138056209,0.0003623551111526107,1982.0
B04C,1980,1984,89.49850955631155,0.0005185532046200519,1982.0
G16H,1980,1984,27.787850274733074,0.00034515512880503823,1982.0
B27M,1980,1984,26.064047424947162,0.0003634029657075048,1982.0
A23F,1980,1984,64.34801149274219,0.0004374465133251492,1982.0
C01G,1980,1984,440.38433334519283,0.001437285046127775,1982.0
F02D,1980,1984,131.10129176247483,0.0007846792179001099,1982.0
B03B,1980,1984,87.05073585777876,0.0005497767778826654,1982.0
B61D,1980,1984,109.01715876018187,0.0007368672292693048,1982.0
H04N,1980,1984,891.3933119936125,0.003960161151130072,1982.0
C05C,1980,1984,59.471160963840035,0.0004450924137598102,1982.0
D06F,1980,1984,197.05975275056542,0.0009456938019827909,1982.0
C12G,1980,1984,10.268573944192074,0.00028795313532934,1982.0
G01P,1980,1984,173.264739032897,0.00100905664806525,1982.0
F02P,1980,1984,187.48868227921136,0.0010366463126421689,1982.0
A22B,1980,1984,25.85704274678871,0.00035980853781710886,1982.0
F25D,1980,1984,218.00450119719397,0.0010839442640471848,1982.0
F21W,1980,1984,33.45272624119614,0.0004505354985539432,1982.0
A23K,1980,1984,429.4540983298934,0.0014185529795436161,1982.0
G06Q,1980,1984,150.29300948580735,0.0011499547466697869,1982.0
G01S,1980,1984,458.16208425170834,0.0025435178829218167,1982.0
A62D,1980,1984,70.04792198085289,0.00048535478084946475,1982.0
C07H,1980,1984,1109.0064926288926,0.0024680942215854914,1982.0
F15C,1980,1984,21.42560177771146,0.00032906329707756566,1982.0
A01N,1980,1984,7242.456697248997,0.012349478829321912,1982.0
C14C,1980,1984,107.43467813824017,0.000548164672667266,1982.0
B01D,1980,1984,2799.3990513693484,0.008862527885216841,1982.0
C12P,1980,1984,797.4282385333498,0.0020930499849021495,1982.0
A42B,1980,1984,23.714906198079767,0.0004514634835421085,1982.0
F04D,1980,1984,222.7284427918492,0.0012220701401196685,1982.0
B41B,1980,1984,27.271480575596204,0.0003387874548662125,1982.0
D06M,1980,1984,734.1575066183555,0.0022829781084913164,1982.0
H01Q,1980,1984,205.1184445784771,0.001254596125191214,1982.0
G08G,1980,1984,72.73856090333703,0.000775780570711177,1982.0
G07C,1980,1984,207.67717878949904,0.0012904828606664959,1982.0
E04D,1980,1984,264.5038048424583,0.001234922991665935,1982.0
E04H,1980,1984,231.8756805386444,0.0014063311879921275,1982.0
F23R,1980,1984,27.143945705588827,0.00037257917884070174,1982.0
B62L,1980,1984,23.953341637085323,0.0003512853318878806,1982.0
D21B,1980,1984,34.9927485938862,0.00038056878435071775,1982.0
H04W,1980,1984,25.944614366704485,0.0005276892439197358,1982.0
B61H,1980,1984,351.7360369881355,0.0015940723140090852,1982.0
F16C,1980,1984,746.299805549271,0.003279641641390556,1982.0
C08G,1980,1984,6314.190652634074,0.015112982576526695,1982.0
E04G,1980,1984,148.96069741608125,0.0009076765171306176,1982.0
G01V,1980,1984,102.5098605368119,0.0007723669047606472,1982.0
F23H,1980,1984,102.1932691403598,0.0006159594940292369,1982.0
H10K,1980,1984,69.76982142988253,0.00044016970896420724,1982.0
H03H,1980,1984,347.69451149814637,0.001629429994765424,1982.0
C10G,1980,1984,810.0794985354952,0.0020329574518282434,1982.0
D06C,1980,1984,42.305990070540474,0.0004241466897004114,1982.0
F41G,1980,1984,136.84862993816415,0.0008720106501904137,1982.0
E01H,1980,1984,29.971900242205827,0.00038945123213542814,1982.0
A43C,1980,1984,7.281664849763332,0.00027167837265673893,1982.0
D02J,1980,1984,8.351544369096324,0.00028434282664979314,1982.0
B67C,1980,1984,29.185664875574112,0.0003626535913880377,1982.0
E05F,1980,1984,196.1049864952596,0.0010505479621310708,1982.0
F22B,1980,1984,421.16468993107867,0.00174489645837662,1982.0
Y02A,1980,1984,910.1204447399001,0.0034864746067893504,1982.0
H01R,1980,1984,1097.1056348217853,0.004126603047134861,1982.0
H10F,1980,1984,674.2552396771069,0.002679584737481831,1982.0
B41P,1980,1984,20.830316490409054,0.00033564044983493846,1982.0
C09G,1980,1984,57.8320656488756,0.00040133422327359437,1982.0
Y02T,1980,1984,607.7117499261686,0.0030249861392645555,1982.0
A47H,1980,1984,144.61663180059938,0.0007768549669981539,1982.0
C06D,1980,1984,24.636299408365936,0.00031105039448893593,1982.0
F16S,1980,1984,4.02918788353571,0.00026344305022695576,1982.0
C08F,1980,1984,2594.5333822909456,0.006750736342249713,1982.0
B60S,1980,1984,196.8849203796844,0.0010247061740069367,1982.0
G01J,1980,1984,160.54666958526124,0.0009382215877855527,1982.0
C08H,1980,1984,5.8253318798106655,0.00027546343120043694,1982.0
A62C,1980,1984,143.26116944481248,0.0007943926053401054,1982.0
A01M,1980,1984,30.462084644099708,0.0003523903158749674,1982.0
A01D,1980,1984,101.86309355062785,0.0006274592206948482,1982.0
C10B,1980,1984,263.2670333811355,0.0011672398248895694,1982.0
F21L,1980,1984,5.171408549357743,0.0002650247369545094,1982.0
G21F,1980,1984,229.97282635700356,0.0010574314161163826,1982.0
B24C,1980,1984,63.29234113609542,0.0005052828399193335,1982.0
A63G,1980,1984,12.985635648744607,0.00028630298533925463,1982.0
F23K,1980,1984,98.65364307464816,0.0006205576548457974,1982.0
Y10T,1980,1984,15172.502921869793,0.05735662836836659,1982.0
C04B,1980,1984,1908.9623280655924,0.006298765326599865,1982.0
B60N,1980,1984,189.6715376889624,0.0014659606830298886,1982.0
B05C,1980,1984,352.0831616321714,0.0017121259003385417,1982.0
A61H,1980,1984,69.45559697570361,0.00055131321316029,1982.0
A01G,1980,1984,258.0852162463155,0.0010715985028583348,1982.0
G01D,1980,1984,370.1778147989527,0.0019301809306286367,1982.0
G06T,1980,1984,100.07556482523904,0.0006437404232747874,1982.0
B21D,1980,1984,602.8087708409623,0.0026490583500471737,1982.0
G05F,1980,1984,185.85107824047475,0.0009866252756128425,1982.0
H01G,1980,1984,305.29290476768455,0.001347627070654447,1982.0
E21F,1980,1984,66.71877452136654,0.0004970348960044248,1982.0
B66C,1980,1984,201.66791722818485,0.0010089822485361908,1982.0
B41J,1980,1984,598.4533143240213,0.0030252952346467494,1982.0
B66B,1980,1984,90.28043206152086,0.0007132339653262117,1982.0
B41C,1980,1984,7.355908004286742,0.0002761302162402437,1982.0
H02B,1980,1984,226.93545283785383,0.0011144795658104222,1982.0
F22G,1980,1984,18.424514077935598,0.0002991624812941209,1982.0
G06G,1980,1984,68.38576228089941,0.0006038747603949179,1982.0
C07F,1980,1984,3589.2055101243445,0.006973494805586237,1982.0
B60L,1980,1984,166.5420720072907,0.0009749989656560966,1982.0
F41C,1980,1984,2.9126659399053327,0.0002586832502149318,1982.0
F04F,1980,1984,60.97796252024431,0.0005117222616557314,1982.0
F24S,1980,1984,663.4175174028975,0.0024531716884411505,1982.0
B41M,1980,1984,371.10705847666253,0.0013051622851588313,1982.0
E02D,1980,1984,368.4244535085327,0.0017861831591836157,1982.0
H04B,1980,1984,346.2847643805995,0.0021291541408573044,1982.0
F26B,1980,1984,385.85562986335714,0.0017501440782463065,1982.0
F16B,1980,1984,781.0020568454489,0.003848395925523412,1982.0
B60C,1980,1984,437.85104455257107,0.0018867380592890186,1982.0
E05D,1980,1984,323.9197447420029,0.0017316375042616382,1982.0
A41B,1980,1984,25.12887626181238,0.0004904779928787995,1982.0
D07B,1980,1984,86.28149544683691,0.0005860221033568796,1982.0
D01F,1980,1984,311.72477443909975,0.0012717801560674093,1982.0
B28C,1980,1984,76.55549864511019,0.0005248209436591226,1982.0
B21J,1980,1984,94.40267296956412,0.0006405467646513656,1982.0
B44D,1980,1984,33.0680027583073,0.0003566590611559911,1982.0
F16L,1980,1984,1656.0048834834442,0.006318769758295478,1982.0
B44F,1980,1984,44.8901834249879,0.0004194288994087376,1982.0
A23J,1980,1984,114.14136126026845,0.0006866161882657036,1982.0
C10J,1980,1984,235.6594144840916,0.0008981802057674639,1982.0
A61F,1980,1984,261.21609540993467,0.0015995300969298737,1982.0
A61C,1980,1984,136.26374768579316,0.0007698485737351715,1982.0
H02H,1980,1984,216.8530707671638,0.0011457305813374029,1982.0
D01B,1980,1984,58.84734935163996,0.0004742721400219621,1982.0
C21B,1980,1984,447.37126491436607,0.0015896177673198632,1982.0
A47L,1980,1984,223.89315462684002,0.0010866375134726304,1982.0
F23Q,1980,1984,25.70617892769893,0.0003422154509243248,1982.0
B61K,1980,1984,12.985635648744607,0.00030736973289805593,1982.0
G11C,1980,1984,771.6840491521975,0.0030692040054177425,1982.0
B62M,1980,1984,183.0012251292679,0.0009100653225597577,1982.0
B61L,1980,1984,27.68402953243919,0.0004001013475375306,1982.0
F15B,1980,1984,506.58101560053353,0.0021440534559838504,1982.0
E06B,1980,1984,539.0590256702911,0.002311536858018993,1982.0
G21G,1980,1984,8.737997819715998,0.00030032434430191405,1982.0
G04C,1980,1984,38.90312478723166,0.00042422539192521903,1982.0
C09B,1980,1984,1703.3404924667288,0.0038883917110631807,1982.0
A41G,1980,1984,1.991272729619162,0.0002518177366135983,1982.0
C10L,1980,1984,397.11107128028266,0.0014504248386595824,1982.0
B61G,1980,1984,11.264210309001655,0.00029110604559802895,1982.0
B31B,1980,1984,137.0673693798419,0.000778109434321934,1982.0
C21D,1980,1984,202.130840774833,0.000978815718181467,1982.0
C07K,1980,1984,1187.965786789006,0.0027632191770114675,1982.0
C40B,1980,1984,2.1844994549289996,0.00024584603706871244,1982.0
H05K,1980,1984,1106.9266604660654,0.003940726817227952,1982.0
A47G,1980,1984,93.98264539677075,0.0007502292458031927,1982.0
A45B,1980,1984,2.9126659399053327,0.00025556124660165437,1982.0
D21G,1980,1984,20.26730049850794,0.00031772044677807283,1982.0
G03F,1980,1984,1177.6165590513815,0.003347450415687518,1982.0
F25B,1980,1984,519.8802254554595,0.0023482764009382243,1982.0
C23D,1980,1984,50.55018546037237,0.0004323704152145721,1982.0
G21D,1980,1984,56.47094389092253,0.00044398229018373223,1982.0
B21F,1980,1984,100.63254178547275,0.0006433522410768716,1982.0
C08J,1980,1984,1281.4677160703893,0.0038703415612184847,1982.0
B05B,1980,1984,541.8053856148507,0.002481209357627785,1982.0
B63G,1980,1984,21.191071218837074,0.0003542869802268589,1982.0
C23G,1980,1984,216.19800550302708,0.0010147397145548736,1982.0
G01G,1980,1984,51.99382423378971,0.0004690000475678185,1982.0
A47K,1980,1984,228.74856602369996,0.0013352069490312308,1982.0
B23K,1980,1984,1505.9454080769954,0.005564856753418383,1982.0
B26B,1980,1984,69.90154968247128,0.0006226636317979208,1982.0
B63J,1980,1984,21.126705005497957,0.0003253742507924602,1982.0
B60Q,1980,1984,118.86646461099784,0.0008951431238930654,1982.0
G09C,1980,1984,7.7214177528006855,0.0002812235035017023,1982.0
Y02W,1980,1984,1233.9449022608806,0.003954609125767716,1982.0
A47J,1980,1984,331.934157543508,0.0015566833795876652,1982.0
F02N,1980,1984,42.36214973958559,0.0004079799553721701,1982.0
G09G,1980,1984,246.89478665034056,0.0013728117868985186,1982.0
A01J,1980,1984,50.297737919801854,0.0004398331465887751,1982.0
D01H,1980,1984,133.54582548739322,0.0008183745352760802,1982.0
B60B,1980,1984,135.68734289461298,0.0008732003897477489,1982.0
B08B,1980,1984,224.3727143993911,0.0012113798666919214,1982.0
B29C,1980,1984,2255.9454115724684,0.00816930566652243,1982.0
G03D,1980,1984,44.925487408420906,0.00040967687932651144,1982.0
G06M,1980,1984,53.49357971497576,0.0005211701565284913,1982.0
C12F,1980,1984,3.982545459238324,0.0002520692650330802,1982.0
C03B,1980,1984,390.76417325901406,0.0015302079593184994,1982.0
B23Q,1980,1984,1064.9593920234756,0.004234210345159687,1982.0
B62B,1980,1984,164.0402542764043,0.0009451444504526395,1982.0
E04F,1980,1984,278.1185224103722,0.0013080384907186132,1982.0
D10B,1980,1984,86.93167087173573,0.0010202010888449077,1982.0
B60H,1980,1984,159.40487349254929,0.000852153596981999,1982.0
B41L,1980,1984,23.133095952023986,0.00032400652538129766,1982.0
F21Y,1980,1984,12.568621931046726,0.0003126152633884102,1982.0
B27C,1980,1984,53.31982202510804,0.0004398445213625659,1982.0
B23B,1980,1984,585.9303974556248,0.002225289486384332,1982.0
D04C,1980,1984,2.9126659399053327,0.0002636576200489609,1982.0
F24B,1980,1984,44.36957793209633,0.00044236719028322244,1982.0
C05F,1980,1984,110.32655182296811,0.0005520583813244115,1982.0
G01H,1980,1984,62.46286603441664,0.0006095089097380791,1982.0
B65B,1980,1984,657.5532244926371,0.0028467515051762,1982.0
D04H,1980,1984,575.0632654535378,0.0021415776166302945,1982.0
H01B,1980,1984,784.9664598166836,0.0027513108906452206,1982.0
G21C,1980,1984,848.2869572245456,0.0029575070465128507,1982.0
A47F,1980,1984,86.6603115146577,0.000626553846962071,1982.0
E01D,1980,1984,72.88456718796922,0.0005058839456166119,1982.0
F21S,1980,1984,73.63360571968812,0.0007021381813322378,1982.0
B64C,1980,1984,152.04170054299755,0.0009319279536699291,1982.0
A47D,1980,1984,19.43630590563675,0.0003616353168462198,1982.0
G03C,1980,1984,1087.6730080943028,0.003034132166378125,1982.0
B29L,1980,1984,489.2473404682056,0.0020179482312694358,1982.0
B31F,1980,1984,74.95131207338477,0.0005293230964594805,1982.0
H02J,1980,1984,160.26391663504822,0.000980615422202412,1982.0
H01H,1980,1984,632.5821151721132,0.0029577377675498785,1982.0
F16F,1980,1984,509.0886590267602,0.0026305366276520043,1982.0
H04J,1980,1984,29.63042135656552,0.0003804027103635355,1982.0
H03L,1980,1984,89.48450685973478,0.000723029677726194,1982.0
A01C,1980,1984,62.98969624538472,0.0004594219748622589,1982.0
C06F,1980,1984,3.982545459238324,0.0002607221092807297,1982.0
F41A,1980,1984,84.31547582041998,0.0007684860633319447,1982.0
F28D,1980,1984,868.9085257750636,0.0031906914768594762,1982.0
G01F,1980,1984,387.7464037102696,0.0019996365175792437,1982.0
B63C,1980,1984,44.236816408461294,0.00046646777904561164,1982.0
B23F,1980,1984,90.68716671267926,0.0006387503592743402,1982.0
C25D,1980,1984,323.5785036157725,0.0014712850386866217,1982.0
D05B,1980,1984,53.18374692892246,0.0006160640740618726,1982.0
C13K,1980,1984,49.96017365644089,0.0003691047284838852,1982.0
F27D,1980,1984,561.3446911437997,0.0021981904454846943,1982.0
C07J,1980,1984,579.2340662126763,0.0012818268950878803,1982.0
C09J,1980,1984,843.0343948777441,0.0024395321901413787,1982.0
B01J,1980,1984,5187.1161577297225,0.012399964672602565,1982.0
B42C,1980,1984,29.349388862623556,0.0003631406232043564,1982.0
B27B,1980,1984,101.98505025113626,0.0006539736875710379,1982.0
G04B,1980,1984,40.07675019934846,0.0004508884231210185,1982.0
C10H,1980,1984,1.7475995639431998,0.00024678716846279996,1982.0
A45D,1980,1984,126.35607406989408,0.0008703218112816578,1982.0
C05G,1980,1984,42.018091296362776,0.00034450477214449513,1982.0
F28B,1980,1984,46.57874251875601,0.0003960691207467261,1982.0
B28B,1980,1984,498.5272858406749,0.0020145229186303154,1982.0
H05B,1980,1984,1038.4261043377016,0.004259329728763369,1982.0
C09F,1980,1984,43.978358388347985,0.00034400663739318906,1982.0
C12N,1980,1984,956.2198214074492,0.002685392959856973,1982.0
B65G,1980,1984,1271.423084747326,0.006008752887066509,1982.0
D21D,1980,1984,10.342817098715486,0.00031662998773104807,1982.0
F01K,1980,1984,80.14706591389239,0.0007459405308327645,1982.0
B61C,1980,1984,28.603373040885288,0.00040716810690488584,1982.0
F01D,1980,1984,254.46616834723233,0.0013195110054178946,1982.0
C10C,1980,1984,47.59485482059644,0.0004047083783299707,1982.0
B22D,1980,1984,684.5364463034215,0.002706161019754404,1982.0
B61F,1980,1984,40.98220328548295,0.0004603727327065608,1982.0
C03C,1980,1984,695.0497916273199,0.002584968984834933,1982.0
C11D,1980,1984,748.7736102537402,0.002327978734758226,1982.0
H04H,1980,1984,22.870133652359968,0.0004045425196139565,1982.0
H02M,1980,1984,251.31700829985377,0.001284212475622818,1982.0
H05G,1980,1984,81.68013402308891,0.0005476723542858326,1982.0
A62B,1980,1984,48.073253068695756,0.0005214877264987818,1982.0
G10L,1980,1984,26.852679111598295,0.00038357142480112524,1982.0
B60T,1980,1984,704.0062318171704,0.0031033677146981207,1982.0
F23B,1980,1984,8.737997819715998,0.00028635469737664276,1982.0
C09K,1980,1984,1508.4356687225215,0.004731261907747997,1982.0
B25H,1980,1984,67.790825084633,0.0005253065094526627,1982.0
A01B,1980,1984,87.76924423612707,0.000613386090993427,1982.0
G01T,1980,1984,153.43128004741993,0.0007795825944084373,1982.0
E03C,1980,1984,91.51666396044354,0.0006014540545862591,1982.0
C12Q,1980,1984,530.2185622073774,0.001715604559644169,1982.0
H02K,1980,1984,431.8023605177151,0.0019873234323216737,1982.0
B26D,1980,1984,350.26073912933606,0.0016900662128321487,1982.0
H01J,1980,1984,735.2166791002877,0.00303368139503987,1982.0
H01L,1980,1984,2803.8943055225786,0.008656756906214355,1982.0
C14B,1980,1984,14.002669071583021,0.0003057733567941996,1982.0
F04B,1980,1984,358.0685008624948,0.0015085724355189502,1982.0
B60J,1980,1984,351.4157357982797,0.0016136728119280257,1982.0
Y04S,1980,1984,53.27725098472396,0.00048211270928746875,1982.0
A41H,1980,1984,21.60702740771714,0.0004044248805092007,1982.0
C01C,1980,1984,219.24526953474978,0.0007619897317828635,1982.0
C11C,1980,1984,70.68710194528822,0.0005722345462098623,1982.0
F23L,1980,1984,81.31681246043038,0.0005815022082134673,1982.0
D21F,1980,1984,173.40007557132776,0.0009079914995677116,1982.0
C23F,1980,1984,265.40507173657795,0.0010231728730591763,1982.0
E21D,1980,1984,181.3925481370405,0.0009485801989309508,1982.0
C12C,1980,1984,105.14881970555854,0.0004754187320221099,1982.0
D04B,1980,1984,65.83003211184375,0.0009864828696817902,1982.0
G01B,1980,1984,274.93000625112325,0.0013584459358474557,1982.0
B60D,1980,1984,177.79577814925162,0.0008903742905122732,1982.0
G06C,1980,1984,2.9126659399053327,0.0002540719584375471,1982.0
B41F,1980,1984,360.7408364048985,0.0018000262833134974,1982.0
D21H,1980,1984,796.988140429686,0.0023878226634264656,1982.0
Y02B,1980,1984,948.713447470445,0.003757331657754487,1982.0
E05B,1980,1984,278.48598403297126,0.0012441291498427878,1982.0
C08L,1980,1984,2085.4804186398933,0.00597450898467601,1982.0
C13B,1980,1984,35.37213332633485,0.00035782405109850224,1982.0
C08C,1980,1984,142.2766426163425,0.0005986618246807194,1982.0
B27G,1980,1984,106.62731861794559,0.0006412723895432794,1982.0
B25B,1980,1984,249.81525736408997,0.0013975255215331235,1982.0
A63B,1980,1984,99.28753551921132,0.00102244395411884,1982.0
E03D,1980,1984,43.02698693779283,0.00040599542408180627,1982.0
B44C,1980,1984,104.14891267755678,0.0006822092684047666,1982.0
D05D,1980,1984,9.079710854072657,0.00032960622639990997,1982.0
B25F,1980,1984,14.337163653257965,0.00029772414597963525,1982.0
B24D,1980,1984,84.56861033327216,0.0006382428914591117,1982.0
B65C,1980,1984,145.61422596827913,0.0010834176188100405,1982.0
A01H,1980,1984,9.079710854072657,0.00026130790355970396,1982.0
G06F,1980,1984,772.3599575476414,0.003907118643463343,1982.0
H04L,1980,1984,448.4197898298059,0.002736771389269747,1982.0
C09H,1980,1984,12.408332982858056,0.00029639667242077215,1982.0
B66D,1980,1984,150.7096677089596,0.0007579389607160431,1982.0
A43D,1980,1984,19.38540997781438,0.00033045362520971785,1982.0
E05C,1980,1984,296.2328562481799,0.0012866374786399976,1982.0
F23D,1980,1984,355.3720822870846,0.001574914854612672,1982.0
A46B,1980,1984,39.78309115380536,0.0004589174005954924,1982.0
H02N,1980,1984,5.973818188857486,0.0002672277352238284,1982.0
F03C,1980,1984,5.036484854419637,0.0002617505525985862,1982.0
C12H,1980,1984,25.054633107288964,0.00034975058463205703,1982.0
F01N,1980,1984,128.59786564317713,0.0007211007388743752,1982.0
F24H,1980,1984,386.62907640731726,0.0018262801100250557,1982.0
A61N,1980,1984,155.1377090624525,0.0012272821209662543,1982.0
A43B,1980,1984,63.22766725542443,0.0005824902049127929,1982.0
B26F,1980,1984,121.66414585689444,0.0008140014890030063,1982.0
A99Z,1980,1984,3.6719199923847596,0.00025318776899429016,1982.0
F17D,1980,1984,59.42784318513594,0.0004267196213239234,1982.0
B29D,1980,1984,494.41743082487363,0.002166363650088857,1982.0
D03J,1980,1984,13.255483038620817,0.0007532413014481365,1982.0
B65D,1980,1984,1598.8466692143236,0.006456446003446291,1982.0
C22C,1980,1984,624.6410950657623,0.0024152266542521385,1982.0
B31D,1980,1984,12.882358053393506,0.0002917150509247405,1982.0
G05D,1980,1984,1012.0690811391389,0.004154312150282659,1982.0
B42B,1980,1984,41.32937325371676,0.00047027334121449145,1982.0
F42C,1980,1984,25.589572866955464,0.0003713360054295998,1982.0
B41D,1980,1984,2.1844994549289996,0.0002526717947833215,1982.0
G01Q,1980,1984,2.1844994549289996,0.0002495768934634685,1982.0
F27M,1980,1984,11.449821797598126,0.00027876651344231574,1982.0
F28C,1980,1984,100.3426340525738,0.0005593540059738412,1982.0
H01T,1980,1984,82.63733117178606,0.0005406003518090283,1982.0
