cpc_1,cpc_2,convergence_prob,actually_converged,jaccard_cutoff,jaccard_target,convergence_type
H01L,H10K,0.0016,0,0.023576,0.026611,GPT
B60W,F02D,0.0016,0,0.059406,0.059358,SYM
C08F,C09K,0.0016,0,0.029719,0.032234,SYM
H04B,G06K,0.0016,0,0.02417,0.023101,ASYM
G01N,B01F,0.0016,0,0.014774,0.011811,GPT
C08L,B60C,0.0016,0,0.045426,0.062468,GPT
B60K,B60R,0.0016,0,0.026914,0.035793,SYM
C08G,G02B,0.0016,0,0.025275,0.024016,SYM
B60R,E05B,0.0015,0,0.02512,0.023804,ASYM
G11B,G11C,0.0015,0,0.035982,0.016237,ASYM
G02B,B32B,0.0015,0,0.018437,0.021284,SYM
C08G,C09J,0.0015,0,0.076085,0.09123,ASYM
A47C,A61G,0.0015,0,0.126488,0.145059,SYM
C08L,B32B,0.0015,0,0.060346,0.060102,ASYM
H04N,H04M,0.0015,0,0.035969,0.030475,SYM
F21S,F21Y,0.0015,0,0.367035,0.371041,SYM
B01J,B82Y,0.0015,0,0.042217,0.036561,SYM
G02B,G03F,0.0015,0,0.042303,0.031086,ASYM
A61M,F04B,0.0015,0,0.024093,0.020795,ASYM
A61Q,A61P,0.0015,0,0.034171,0.044594,GPT
B60T,B60G,0.0015,0,0.040409,0.025011,SYM
F23R,F23D,0.0015,0,0.20595,0.18241,SYM
B82Y,G11C,0.0015,0,0.044311,0.022768,ASYM
H01L,C23C,0.0015,0,0.057768,0.049005,ASYM
G05B,G06Q,0.0015,0,0.02457,0.026565,SYM
F16L,F02M,0.0015,0,0.023113,0.022502,SYM
B01D,F01N,0.0015,0,0.142768,0.112481,ASYM
B41J,G06K,0.0014,0,0.048263,0.034678,SYM
B01D,A61L,0.0014,0,0.017049,0.013096,SYM
B01J,C01B,0.0014,0,0.10819,0.110952,ASYM
B25J,B23Q,0.0014,0,0.028725,0.017448,SYM
F21V,F21W,0.0014,0,0.263328,0.210152,ASYM
H04N,G10L,0.0014,0,0.020262,0.013861,GPT
H04W,H04Q,0.0014,0,0.024593,0.013087,GPT
G04C,G04G,0.0014,0,0.233677,0.186869,SYM
G06F,G06K,0.0014,0,0.037346,0.019922,ASYM
F16H,F16C,0.0014,0,0.045556,0.036315,SYM
H02M,H02P,0.0014,0,0.128007,0.101738,SYM
G06F,H04W,0.0014,0,0.033824,0.049528,SYM
F04C,F01C,0.0014,0,0.296399,0.254725,ASYM
H04N,G06K,0.0014,0,0.021059,0.015957,ASYM
D21H,D21F,0.0014,0,0.077543,0.070721,ASYM
G01N,G01J,0.0014,0,0.028542,0.027735,GPT
C07D,A61P,0.0013,0,0.300636,0.288024,ASYM
G06F,H01H,0.0013,0,0.013254,0.013649,GPT
G06T,G06V,0.0013,0,0.188369,0.172001,ASYM
G06T,H04N,0.0013,0,0.120381,0.139352,ASYM
B65G,B65B,0.0013,0,0.072894,0.090821,SYM
F24S,H02S,0.0013,0,0.335878,0.288838,SYM
B62K,B62J,0.0013,0,0.229621,0.344768,ASYM
A61K,C12N,0.0013,0,0.132783,0.138063,ASYM
G06F,G10L,0.0013,0,0.02197,0.018563,GPT
B65D,B05B,0.0013,0,0.05162,0.054754,ASYM
B01J,C07F,0.0013,0,0.033912,0.042395,ASYM
E05F,E05D,0.0013,0,0.164464,0.19556,SYM
C09D,B41J,0.0013,0,0.040365,0.045602,ASYM
A61B,A61N,0.0013,0,0.112869,0.132519,GPT
C07D,A01N,0.0012,0,0.036738,0.053197,GPT
C21D,C22C,0.0012,0,0.20472,0.276634,ASYM
B32B,C04B,0.0012,0,0.028414,0.02115,ASYM
B22D,C22C,0.0012,0,0.063879,0.0683,ASYM
B01D,H01M,0.0012,0,0.029471,0.019622,ASYM
H04W,G01S,0.0012,0,0.028709,0.033273,GPT
B29D,B60C,0.0012,0,0.138979,0.108315,SYM
H04L,G06K,0.0012,0,0.007877,0.007034,GPT
F16H,B62D,0.0012,0,0.037853,0.031896,SYM
F02B,F02F,0.0012,0,0.081229,0.075827,GPT
H10D,G11C,0.0012,0,0.05534,0.053333,SYM
H04B,H04L,0.0012,0,0.137719,0.167987,ASYM
F23R,F23M,0.0012,0,0.170909,0.135303,ASYM
G11B,H04N,0.0011,0,0.103454,0.077837,ASYM
G02B,B23K,0.0011,0,0.010724,0.009393,ASYM
F02D,F02M,0.0011,0,0.231417,0.215551,SYM
C08L,C08J,0.0011,0,0.173925,0.205981,ASYM
C12N,C07K,0.0011,0,0.266895,0.23954,SYM
F24F,B60H,0.0011,0,0.066123,0.042087,SYM
E04B,E04C,0.0011,0,0.197531,0.194861,SYM
C12N,G01N,0.0011,0,0.06661,0.072443,SYM
B01J,C08F,0.0011,0,0.047052,0.053176,SYM
C08G,C08K,0.0011,0,0.103202,0.13823,SYM
B31B,B65B,0.0011,0,0.087912,0.069454,GPT
A61B,G01N,0.0011,0,0.036622,0.044686,SYM
B05B,B05C,0.0011,0,0.078156,0.09281,ASYM
A61B,G01R,0.0011,0,0.013516,0.01867,GPT
H04B,H01S,0.0011,0,0.018414,0.008512,GPT
G06F,G06Q,0.0011,0,0.069048,0.060137,ASYM
C08K,B82Y,0.0011,0,0.035018,0.030326,SYM
F02D,F02P,0.0011,0,0.065362,0.068907,GPT
G01S,B60R,0.0011,0,0.017953,0.013164,SYM
B65H,B65B,0.0011,0,0.031113,0.032798,SYM
B41C,B41M,0.0011,0,0.082443,0.041262,ASYM
F02D,F01L,0.0011,0,0.084569,0.079075,GPT
C12N,A01K,0.0011,0,0.062972,0.038311,GPT
C08K,C08F,0.0011,0,0.070849,0.085136,SYM
A61L,C11D,0.0011,0,0.023679,0.018105,ASYM
G05G,B60T,0.0011,0,0.048489,0.03983,GPT
B23D,B27B,0.001,0,0.242489,0.25,ASYM
H04B,H04J,0.001,0,0.101428,0.103917,GPT
B60H,F25B,0.001,0,0.076512,0.080069,SYM
H04L,H04N,0.001,0,0.059376,0.057804,ASYM
C22C,C22F,0.001,0,0.15528,0.209189,GPT
F16B,B60R,0.001,0,0.023129,0.028377,ASYM
G11C,H10N,0.001,0,0.084625,0.09375,SYM
F16H,B60K,0.001,0,0.132777,0.119707,SYM
F02C,F01D,0.001,0,0.186613,0.222736,ASYM
C09D,B41M,0.001,0,0.070084,0.071498,ASYM
B65D,A61M,0.001,0,0.023218,0.025511,SYM
B65D,B65G,0.001,0,0.015179,0.01219,ASYM
G02B,C08F,0.001,0,0.018013,0.020517,SYM
C09D,C08F,0.0009,0,0.091048,0.095159,SYM
B65G,B65H,0.0009,0,0.035308,0.037596,SYM
B29C,B65B,0.0009,0,0.037342,0.038551,GPT
H10D,G02F,0.0009,0,0.02856,0.031214,SYM
G02B,H01S,0.0009,0,0.04386,0.039152,GPT
F27D,F27B,0.0009,0,0.512104,0.515121,SYM
B62D,B60K,0.0009,0,0.048556,0.049919,SYM
B01J,G01N,0.0009,0,0.035234,0.016489,ASYM
B66B,D07B,0.0009,0,0.158385,0.10299,SYM
B29C,B32B,0.0009,0,0.082261,0.102572,SYM
B29K,B29L,0.0009,0,0.324287,0.329372,SYM
G02B,B29D,0.0009,0,0.031915,0.037894,ASYM
G02B,G01N,0.0009,0,0.016044,0.021514,ASYM
H04L,H04W,0.0009,0,0.393214,0.448573,SYM
B01J,C07C,0.0009,0,0.096842,0.113729,SYM
G01N,B01L,0.0009,0,0.102841,0.095411,GPT
B62D,B60T,0.0008,0,0.054964,0.036834,ASYM
F16D,F16C,0.0008,0,0.053974,0.052176,SYM
B41J,B65H,0.0008,0,0.068867,0.065217,SYM
C08K,C09D,0.0008,0,0.118741,0.154966,SYM
A61B,A61M,0.0008,0,0.144959,0.141754,ASYM
C12N,A61P,0.0008,0,0.121143,0.139852,ASYM
F16F,B60G,0.0008,0,0.156069,0.11895,SYM
H04B,G02F,0.0008,0,0.009171,0.006546,GPT
B32B,H05K,0.0008,0,0.022195,0.019882,SYM
B41C,B41N,0.0008,0,0.270541,0.278132,SYM
B01D,C02F,0.0008,0,0.09676,0.091937,GPT
G06Q,G07F,0.0008,0,0.182467,0.125145,ASYM
B29K,B32B,0.0008,0,0.065545,0.07615,SYM
H10D,H10B,0.0008,0,0.132573,0.11373,ASYM
B65D,A61F,0.0008,0,0.010758,0.009165,SYM
H04N,H04H,0.0008,0,0.054549,0.042398,GPT
C12P,C07K,0.0008,0,0.041776,0.055998,GPT
C22C,B22F,0.0008,0,0.195053,0.190168,ASYM
B32B,B60R,0.0007,0,0.013788,0.01296,SYM
A61F,B29C,0.0007,0,0.016388,0.020031,SYM
G08G,G01C,0.0007,0,0.202046,0.149963,SYM
A61F,B32B,0.0007,0,0.021221,0.023886,SYM
B65D,B31B,0.0007,0,0.057851,0.05417,GPT
D21G,D21F,0.0007,0,0.324455,0.264198,SYM
B65D,B32B,0.0007,0,0.041471,0.041524,SYM
B01J,C10G,0.0007,0,0.061974,0.077534,GPT
F02D,F02B,0.0007,0,0.21735,0.193854,SYM
C07C,C07B,0.0007,0,0.105375,0.115475,GPT
C08K,C08J,0.0007,0,0.133664,0.163677,SYM
B60W,B60T,0.0007,0,0.141365,0.112409,SYM
C08L,C08F,0.0006,0,0.17897,0.168958,ASYM
A61F,A61L,0.0006,0,0.141077,0.137819,SYM
F25D,F25B,0.0006,0,0.156313,0.126016,SYM
C09D,C08J,0.0006,0,0.06634,0.06666,SYM
A61B,A61F,0.0006,0,0.192564,0.172801,SYM
C08L,C09D,0.0006,0,0.128137,0.130099,ASYM
C08J,B29K,0.0006,0,0.061676,0.072765,SYM
B64D,B64C,0.0006,0,0.140884,0.206326,SYM
A61P,C12Q,0.0006,0,0.029278,0.034213,GPT
B41F,B41P,0.0006,0,0.503778,0.399225,ASYM
B29D,B29C,0.0006,0,0.096961,0.108027,GPT
B60R,B60T,0.0006,0,0.026751,0.018507,ASYM
B60T,F16D,0.0006,0,0.076187,0.09319,SYM
C09D,C09J,0.0006,0,0.048813,0.058193,ASYM
C08G,C08J,0.0006,0,0.107018,0.126806,SYM
C08L,C09J,0.0006,0,0.112888,0.095613,GPT
H04N,G06V,0.0006,0,0.039462,0.044949,GPT
F02M,F01N,0.0006,0,0.074671,0.073953,SYM
F02D,B60K,0.0006,0,0.039078,0.031059,SYM
H04B,G06F,0.0006,0,0.026406,0.026861,SYM
H04B,H01Q,0.0005,0,0.046743,0.043454,GPT
C07D,C07F,0.0005,0,0.045385,0.06211,GPT
H04M,H04W,0.0005,0,0.106371,0.096976,ASYM
E05Y,E05D,0.0005,0,0.508711,0.504668,ASYM
G06F,H04N,0.0005,0,0.079241,0.077336,SYM
C07D,C07C,0.0005,0,0.121678,0.129685,ASYM
H04L,G06Q,0.0005,0,0.054497,0.044781,GPT
H04L,G06F,0.0005,0,0.129144,0.14957,ASYM
G02B,B41J,0.0005,0,0.013803,0.00726,ASYM
H04B,H04W,0.0005,0,0.17364,0.190832,SYM
B65D,B65B,0.0005,0,0.083288,0.124644,ASYM
H01R,H05K,0.0005,0,0.074664,0.068307,ASYM
B62D,B60R,0.0005,0,0.081686,0.079107,SYM
C08G,B32B,0.0005,0,0.027368,0.037348,SYM
G02B,G02F,0.0005,0,0.104967,0.106897,ASYM
C08J,C08F,0.0005,0,0.096816,0.106426,SYM
H04N,B41J,0.0005,0,0.024517,0.013177,GPT
C08K,B32B,0.0005,0,0.033188,0.045897,SYM
C08J,B32B,0.0005,0,0.070021,0.079807,SYM
G02B,B82Y,0.0005,0,0.025633,0.021205,SYM
C08G,C08L,0.0004,0,0.203209,0.251406,SYM
B29C,B29L,0.0004,0,0.443107,0.413937,ASYM
H04B,G02B,0.0004,0,0.009604,0.007483,SYM
C23C,H05K,0.0004,0,0.020913,0.017714,SYM
A24C,A24D,0.0004,0,0.254335,0.27758,SYM
G06Q,H04N,0.0004,0,0.031692,0.019005,ASYM
F02M,F02B,0.0004,0,0.208765,0.206156,SYM
A61K,G01N,0.0004,0,0.048012,0.056324,ASYM
B65D,B29L,0.0004,0,0.056402,0.043376,SYM
B01J,B01D,0.0004,0,0.134351,0.119838,SYM
H01L,H05K,0.0004,0,0.1196,0.097169,ASYM
B60R,B60N,0.0004,0,0.089899,0.077043,GPT
F21S,B60Q,0.0004,0,0.138519,0.102212,SYM
G02B,H04N,0.0004,0,0.063129,0.069043,SYM
C08G,C08F,0.0004,0,0.066544,0.068338,SYM
H04N,H04W,0.0004,0,0.01519,0.015888,SYM
B29C,F16L,0.0004,0,0.024155,0.028331,ASYM
C07K,G01N,0.0003,0,0.113786,0.116928,SYM
A61K,A61Q,0.0003,0,0.168602,0.157466,GPT
A61B,H04N,0.0003,0,0.012371,0.018432,SYM
C07K,A01K,0.0003,0,0.05243,0.031393,GPT
C08G,C09D,0.0003,0,0.160568,0.170086,SYM
H04L,H04M,0.0003,0,0.094307,0.077942,GPT
F21S,F21V,0.0003,0,0.402258,0.381729,SYM
F02D,F01N,0.0003,0,0.143779,0.124875,SYM
H01L,G02B,0.0003,0,0.014139,0.017448,SYM
A61K,C07K,0.0003,0,0.207531,0.201677,ASYM
B60W,F16H,0.0003,0,0.132099,0.109365,SYM
C12N,C12P,0.0002,0,0.152858,0.187708,GPT
B60W,B60K,0.0002,0,0.297872,0.243338,SYM
H04B,H04N,0.0002,0,0.021191,0.014995,SYM
A43B,A43C,0.0002,0,0.178439,0.262215,GPT
A61P,C07K,0.0002,0,0.197123,0.199832,ASYM
H01L,H10D,0.0001,0,0.150913,0.134519,GPT
