cpc_1,cpc_2,convergence_prob,actually_converged,jaccard_cutoff,jaccard_target,convergence_type
C08G,D21H,0.0023,0,0.012489,0.008663,GPT
C21D,B21B,0.0023,0,0.085379,0.069597,ASYM
H02M,H02J,0.0023,0,0.092857,0.110287,SYM
A61K,C12Q,0.0023,0,0.013353,0.021533,GPT
F05C,F02M,0.0023,0,0.046459,0.016651,GPT
B60R,B60Q,0.0023,0,0.047393,0.048523,GPT
F16C,D21G,0.0023,0,0.035665,0.02834,GPT
A61P,A61Q,0.0023,0,0.048036,0.039168,GPT
G01R,A61B,0.0023,0,0.014684,0.016767,ASYM
F02D,F01L,0.0023,0,0.072319,0.094467,GPT
G01R,G06F,0.0022,0,0.032068,0.016174,ASYM
G02F,H01S,0.0022,0,0.062025,0.040108,SYM
F16L,F16K,0.0022,0,0.022128,0.017518,SYM
C09D,B41M,0.0022,0,0.048284,0.071239,ASYM
F16B,A47B,0.0022,0,0.067135,0.039365,ASYM
C08K,C09C,0.0022,0,0.06069,0.044166,GPT
F16H,F16C,0.0022,0,0.031873,0.045874,SYM
B41F,B41N,0.0022,0,0.071708,0.074595,ASYM
A47C,B60N,0.0022,0,0.085627,0.082983,ASYM
H04N,G06K,0.0022,0,0.035431,0.02611,ASYM
C07D,A61P,0.0022,0,0.293603,0.28425,ASYM
H05K,G06K,0.0022,0,0.019059,0.02,SYM
G02B,G03H,0.0022,0,0.019006,0.016183,GPT
H05K,G03F,0.0022,0,0.02649,0.016191,ASYM
G01S,H04W,0.0022,0,0.026701,0.029799,ASYM
C08L,C09D,0.0022,0,0.102689,0.127612,SYM
F16D,F16C,0.0022,0,0.047786,0.053977,SYM
H01L,C23C,0.0021,0,0.05935,0.05681,SYM
H05K,C25D,0.0021,0,0.027368,0.022909,GPT
H01H,H01R,0.0021,0,0.039957,0.044838,SYM
F16L,E21B,0.0021,0,0.057303,0.056288,ASYM
B62D,B60J,0.0021,0,0.034209,0.029989,ASYM
G07F,G06K,0.0021,0,0.059502,0.054127,SYM
B25B,F16B,0.0021,0,0.032762,0.035492,ASYM
A61M,A61N,0.0021,0,0.049525,0.038529,ASYM
G01S,G01C,0.0021,0,0.071895,0.068079,SYM
G02B,G03F,0.0021,0,0.035074,0.040151,ASYM
F16K,F15B,0.002,0,0.098198,0.062232,SYM
B29C,B65D,0.002,0,0.044212,0.050073,ASYM
C08G,C07C,0.002,0,0.03088,0.028385,SYM
B65H,B29C,0.002,0,0.008072,0.007188,GPT
C09J,C08F,0.002,0,0.054477,0.063544,ASYM
C08K,C07C,0.002,0,0.009767,0.007782,ASYM
A61P,A61K,0.002,0,0.507364,0.55538,SYM
B32B,B60R,0.002,0,0.018162,0.013378,SYM
G01N,C07D,0.002,0,0.012677,0.007966,ASYM
G07D,G07F,0.002,0,0.094646,0.114674,GPT
A43B,A63C,0.002,0,0.216312,0.099707,ASYM
B24B,H01L,0.002,0,0.048847,0.031807,GPT
C08K,C01P,0.002,0,0.055589,0.039685,ASYM
B60R,H05K,0.002,0,0.01421,0.012444,SYM
F28D,F28F,0.002,0,0.480936,0.533948,SYM
B62D,F16B,0.0019,0,0.022432,0.017386,SYM
H01M,C01P,0.0019,0,0.053272,0.036824,SYM
C08L,A61K,0.0019,0,0.01212,0.011262,ASYM
F16L,F02M,0.0019,0,0.016493,0.019584,SYM
H02B,H01R,0.0019,0,0.03586,0.028534,GPT
G02B,H01L,0.0019,0,0.014007,0.015942,SYM
F21S,F21V,0.0019,0,0.331658,0.410865,SYM
E04B,E04C,0.0019,0,0.17734,0.178142,SYM
B29D,B60C,0.0019,0,0.119479,0.136421,ASYM
G01N,H01J,0.0018,0,0.014082,0.015695,GPT
A23L,A23J,0.0018,0,0.075687,0.070551,GPT
B22D,B21B,0.0018,0,0.05615,0.03966,SYM
C09D,C04B,0.0018,0,0.023491,0.020166,ASYM
C07K,C12Y,0.0018,0,0.031739,0.022672,GPT
A01C,A01B,0.0018,0,0.153509,0.15,SYM
A61K,A61M,0.0018,0,0.010427,0.010476,GPT
F02D,F02P,0.0018,0,0.069062,0.074658,GPT
B65H,B42C,0.0018,0,0.037589,0.070884,GPT
C07C,A01N,0.0018,0,0.041058,0.026939,GPT
G02B,H02G,0.0018,0,0.020659,0.014138,GPT
A61K,C08B,0.0018,0,0.010186,0.007464,GPT
C08F,C10M,0.0018,0,0.021302,0.010833,GPT
B22F,C23C,0.0018,0,0.035498,0.041602,ASYM
H04B,H04J,0.0018,0,0.126478,0.113678,ASYM
C12N,G01N,0.0018,0,0.046406,0.065675,SYM
G05B,B25J,0.0017,0,0.064361,0.102387,GPT
B62D,B60R,0.0017,0,0.075314,0.084153,SYM
B82Y,H01S,0.0017,0,0.070324,0.054625,ASYM
A61K,B01J,0.0017,0,0.008454,0.006605,GPT
C09K,C07F,0.0017,0,0.017862,0.029961,SYM
H04N,B41J,0.0017,0,0.039499,0.030895,ASYM
B60N,B60R,0.0017,0,0.090831,0.099067,GPT
B62D,F16C,0.0017,0,0.018247,0.021311,SYM
H05B,H10K,0.0017,0,0.111204,0.134264,GPT
H01H,H02H,0.0017,0,0.066308,0.044308,ASYM
C08K,C08J,0.0017,0,0.101706,0.114361,SYM
B01D,F01N,0.0017,0,0.116018,0.128035,ASYM
C07C,B01D,0.0017,0,0.020433,0.022544,SYM
H04L,G11B,0.0017,0,0.016842,0.010519,ASYM
G01N,G01B,0.0017,0,0.025939,0.023524,GPT
H04L,H04N,0.0016,0,0.067904,0.062558,SYM
A61K,C07F,0.0016,0,0.015578,0.011183,GPT
A61M,A61B,0.0016,0,0.141818,0.148698,SYM
B32B,D04H,0.0016,0,0.060731,0.05503,GPT
G01T,A61B,0.0016,0,0.017187,0.007302,GPT
H03K,G11C,0.0016,0,0.075433,0.057055,SYM
B32B,C03C,0.0016,0,0.02114,0.018408,ASYM
H03F,H03G,0.0016,0,0.152361,0.182553,SYM
G03G,H04N,0.0016,0,0.030493,0.020357,GPT
C22C,C22F,0.0016,0,0.131208,0.155472,GPT
C01P,C09C,0.0016,0,0.473684,0.478055,ASYM
C08K,C09D,0.0016,0,0.079888,0.108039,SYM
C03C,H01J,0.0016,0,0.029443,0.022951,SYM
H05K,C23C,0.0016,0,0.018582,0.021483,SYM
F02D,F01N,0.0016,0,0.178144,0.159858,SYM
G05B,G05D,0.0016,0,0.035331,0.019715,SYM
C07C,C11D,0.0016,0,0.021655,0.017967,GPT
C12N,A01N,0.0016,0,0.021936,0.009527,ASYM
B22D,B22C,0.0016,0,0.156069,0.115888,ASYM
E05D,E05F,0.0016,0,0.140071,0.167543,SYM
B28D,B23D,0.0016,0,0.127907,0.093156,ASYM
B65B,B65D,0.0016,0,0.09107,0.086567,ASYM
A01D,A01F,0.0016,0,0.215947,0.21608,SYM
G01R,H01F,0.0016,0,0.032687,0.039427,SYM
C09D,C09B,0.0016,0,0.081991,0.069967,ASYM
C08K,C08F,0.0016,0,0.041902,0.064255,SYM
C09D,C03C,0.0015,0,0.026961,0.025493,ASYM
C08K,C07D,0.0015,0,0.010563,0.005341,ASYM
C12N,C12P,0.0015,0,0.128775,0.154066,GPT
F23C,F23D,0.0015,0,0.349233,0.255263,SYM
G01R,H02H,0.0015,0,0.033137,0.039699,GPT
H01L,G06K,0.0015,0,0.041511,0.029133,ASYM
B29C,B65G,0.0015,0,0.006861,0.007757,GPT
H04L,H03M,0.0015,0,0.047551,0.032372,GPT
H01H,H01F,0.0015,0,0.029302,0.025602,SYM
F16B,F16L,0.0015,0,0.020641,0.02998,SYM
B60K,F16H,0.0015,0,0.118352,0.1278,SYM
B60K,B60W,0.0015,0,0.235665,0.308076,SYM
C06B,C06D,0.0015,0,0.373239,0.239437,ASYM
A61F,D04H,0.0014,0,0.027529,0.023556,GPT
C09J,C09D,0.0014,0,0.038441,0.051879,ASYM
A61K,C07H,0.0014,0,0.021057,0.015685,GPT
H05K,B23K,0.0014,0,0.043705,0.032457,ASYM
H04Q,H04M,0.0014,0,0.181686,0.10665,SYM
A61K,A01N,0.0014,0,0.015334,0.011067,GPT
B32B,B65D,0.0014,0,0.04441,0.04324,SYM
C08G,C11D,0.0014,0,0.01261,0.011176,GPT
B24B,B23Q,0.0014,0,0.06622,0.069811,SYM
B29L,B65D,0.0014,0,0.045634,0.053912,SYM
F16D,F16H,0.0014,0,0.092067,0.100504,SYM
H05B,F24C,0.0014,0,0.080298,0.081264,GPT
B60G,B62D,0.0014,0,0.092735,0.077735,ASYM
C21C,F27D,0.0014,0,0.172414,0.162791,ASYM
B01J,C02F,0.0014,0,0.035172,0.034609,GPT
A61L,C08J,0.0014,0,0.024838,0.021545,SYM
C11D,C23G,0.0013,0,0.047455,0.053191,GPT
B32B,B29C,0.0013,0,0.086279,0.083914,ASYM
B27B,B23D,0.0013,0,0.138462,0.252066,ASYM
B60L,B60W,0.0013,0,0.134096,0.181092,ASYM
C08F,B01J,0.0013,0,0.045821,0.040212,SYM
G03G,B41J,0.0013,0,0.071054,0.052722,SYM
B65B,B65G,0.0013,0,0.087422,0.08744,SYM
F16L,H02G,0.0013,0,0.078292,0.071773,ASYM
F24D,F24H,0.0013,0,0.148734,0.132184,SYM
G06F,H01H,0.0013,0,0.014126,0.016316,GPT
F05D,F02C,0.0013,0,0.193217,0.217578,ASYM
F02B,F01L,0.0013,0,0.075136,0.07172,GPT
A61P,C07J,0.0013,0,0.010717,0.009328,GPT
C07D,C08F,0.0013,0,0.010568,0.009613,ASYM
C08G,C08J,0.0013,0,0.079304,0.095144,SYM
A61P,A61M,0.0013,0,0.00618,0.007739,GPT
A61F,B29C,0.0012,0,0.017615,0.016805,ASYM
H01L,H05K,0.0012,0,0.113284,0.121332,SYM
C08F,C08J,0.0012,0,0.058486,0.087028,SYM
G09G,H04N,0.0012,0,0.044092,0.044958,GPT
G01N,A61B,0.0012,0,0.030943,0.034219,SYM
G06Q,G06K,0.0012,0,0.053976,0.059211,SYM
C09D,C09K,0.0012,0,0.041344,0.031917,SYM
B01D,C02F,0.0012,0,0.084231,0.091042,GPT
A61Q,C11D,0.0012,0,0.055375,0.058824,ASYM
B60K,B60R,0.0012,0,0.02374,0.024953,SYM
B29L,B29D,0.0012,0,0.111938,0.11044,ASYM
B29C,B33Y,0.0012,0,0.021445,0.02603,GPT
G05B,B23Q,0.0012,0,0.040804,0.053827,SYM
C12N,C12Y,0.0012,0,0.102406,0.091408,GPT
B32B,C08J,0.0012,0,0.069748,0.076832,SYM
A61L,A61B,0.0012,0,0.036151,0.038886,SYM
G02B,G02F,0.0012,0,0.109517,0.10367,ASYM
G06T,H04N,0.0012,0,0.1194,0.115272,ASYM
H02P,H02J,0.0011,0,0.055909,0.045045,SYM
C08L,B60C,0.0011,0,0.026971,0.034199,GPT
B32B,A61F,0.0011,0,0.026855,0.024096,SYM
B23B,B23C,0.0011,0,0.136268,0.158909,ASYM
A61F,A61M,0.0011,0,0.083824,0.095433,SYM
H01L,B23K,0.0011,0,0.020349,0.021963,ASYM
B29K,B29D,0.0011,0,0.076726,0.06363,ASYM
F02B,F02D,0.0011,0,0.209507,0.215932,SYM
D02G,D02J,0.0011,0,0.150485,0.12766,ASYM
B62D,F16H,0.0011,0,0.025326,0.037295,SYM
F27D,F27B,0.0011,0,0.424497,0.529412,SYM
C08J,B29C,0.0011,0,0.053386,0.0524,ASYM
A61K,A23L,0.0011,0,0.029957,0.035773,GPT
H01L,H01J,0.0011,0,0.034069,0.035899,ASYM
H02K,H01R,0.0011,0,0.026535,0.03377,SYM
G11C,H10B,0.0011,0,0.143915,0.158494,ASYM
B26F,B26D,0.0011,0,0.250471,0.275618,ASYM
C07K,C12N,0.001,0,0.280747,0.286173,SYM
B01J,C01B,0.001,0,0.095145,0.096693,GPT
F16H,F02B,0.001,0,0.019219,0.022638,SYM
G03F,B41M,0.001,0,0.032991,0.021918,SYM
B60W,F16H,0.001,0,0.203983,0.14604,ASYM
A23L,A23C,0.001,0,0.121406,0.130749,GPT
B63B,B63H,0.001,0,0.119804,0.14,ASYM
B60G,F16F,0.001,0,0.175214,0.166766,SYM
G06F,G06V,0.001,0,0.03806,0.054836,GPT
C07D,B01J,0.001,0,0.021127,0.015928,ASYM
C08G,C08F,0.001,0,0.056285,0.070388,SYM
H04B,H01Q,0.001,0,0.056299,0.057025,GPT
C08L,C09K,0.001,0,0.030629,0.029243,ASYM
G03B,G03D,0.001,0,0.138112,0.019231,GPT
C23C,C30B,0.001,0,0.068763,0.049355,GPT
B29B,B29K,0.001,0,0.13604,0.153066,ASYM
C08L,H01B,0.0009,0,0.023184,0.026168,GPT
A61P,C07H,0.0009,0,0.032917,0.021889,GPT
B41M,B41J,0.0009,0,0.064815,0.090081,SYM
F04D,F05D,0.0009,0,0.132151,0.157246,SYM
D21F,D21G,0.0009,0,0.226782,0.289157,SYM
H05K,H02B,0.0009,0,0.02032,0.012821,GPT
H01L,H10B,0.0009,0,0.026578,0.02213,GPT
A61P,C12P,0.0009,0,0.011089,0.011484,GPT
G01N,C09B,0.0009,0,0.011941,0.003583,GPT
H01L,G03F,0.0009,0,0.052322,0.056313,ASYM
C07C,A61Q,0.0009,0,0.022807,0.017247,SYM
G01D,G01B,0.0008,0,0.121622,0.069403,SYM
C09D,C08F,0.0008,0,0.078055,0.100598,SYM
C08G,B29C,0.0008,0,0.011657,0.01595,SYM
C12N,C07H,0.0008,0,0.028571,0.02574,GPT
C07H,C12Q,0.0008,0,0.065369,0.052708,SYM
D01F,D04H,0.0008,0,0.108108,0.107335,SYM
C08K,C09K,0.0008,0,0.036234,0.036264,SYM
B32B,B29K,0.0008,0,0.069581,0.065222,SYM
A46B,A46D,0.0008,0,0.307692,0.181159,ASYM
F25B,F25D,0.0008,0,0.187984,0.166065,SYM
H01L,H01S,0.0008,0,0.02093,0.019941,GPT
G06F,G11C,0.0008,0,0.067553,0.057454,GPT
C09B,D06P,0.0008,0,0.123524,0.053455,ASYM
A61K,B82Y,0.0008,0,0.01925,0.015998,GPT
B29C,F16L,0.0008,0,0.034777,0.025658,GPT
C09K,C04B,0.0008,0,0.037092,0.040427,SYM
B29C,B29D,0.0008,0,0.112534,0.099942,GPT
B21J,B21K,0.0008,0,0.222997,0.181818,SYM
C21B,C22B,0.0007,0,0.126016,0.084367,ASYM
C10J,C10K,0.0007,0,0.420561,0.234043,SYM
G01N,A61K,0.0007,0,0.02582,0.043809,GPT
C21D,C22C,0.0007,0,0.214728,0.194964,ASYM
C07D,C09K,0.0007,0,0.016144,0.014673,GPT
C07K,A61K,0.0007,0,0.185507,0.215306,GPT
C07C,A61K,0.0007,0,0.03782,0.03071,ASYM
A61K,A61L,0.0007,0,0.031999,0.025381,GPT
H04B,G06F,0.0007,0,0.018607,0.020975,SYM
G08G,G01C,0.0007,0,0.257322,0.209877,SYM
C12N,C12Q,0.0007,0,0.091174,0.1027,ASYM
H04B,H04N,0.0007,0,0.018696,0.023948,SYM
A23L,A23P,0.0007,0,0.121011,0.121421,GPT
B24B,B24D,0.0007,0,0.228758,0.203814,ASYM
G06T,G06V,0.0007,0,0.125408,0.178571,ASYM
A61P,B82Y,0.0007,0,0.009099,0.007434,GPT
D04B,D10B,0.0007,0,0.436782,0.371032,SYM
D01F,D01D,0.0007,0,0.285942,0.273654,ASYM
C07D,C09B,0.0007,0,0.022355,0.011896,GPT
C12N,C12R,0.0006,0,0.068044,0.05676,GPT
C08L,C08J,0.0006,0,0.151361,0.154073,ASYM
F02F,F02B,0.0006,0,0.190772,0.115101,ASYM
C07F,A01N,0.0006,0,0.021046,0.012245,SYM
G02B,C08G,0.0006,0,0.016178,0.018997,SYM
G02B,H01S,0.0006,0,0.059771,0.052553,GPT
B32B,B29L,0.0006,0,0.050983,0.049225,SYM
H05K,H01R,0.0006,0,0.110995,0.087142,ASYM
C07K,C12P,0.0006,0,0.031883,0.039547,GPT
C08G,B01D,0.0006,0,0.010425,0.014057,SYM
A61K,C11D,0.0006,0,0.016229,0.014695,GPT
H04N,A61B,0.0006,0,0.008346,0.008649,SYM
G06F,G07F,0.0006,0,0.031112,0.02428,GPT
B65H,D01H,0.0006,0,0.029737,0.018954,GPT
B29C,B60R,0.0006,0,0.018319,0.015504,ASYM
C07K,A61P,0.0006,0,0.148927,0.19754,GPT
B32B,C08L,0.0006,0,0.048784,0.057294,SYM
G01N,B01D,0.0006,0,0.024024,0.019755,SYM
G06F,H04N,0.0006,0,0.067429,0.073094,SYM
C04B,C23C,0.0006,0,0.043702,0.032947,SYM
G01N,G01R,0.0006,0,0.011686,0.012246,GPT
C03C,C03B,0.0005,0,0.125596,0.124481,ASYM
G02B,B29D,0.0005,0,0.023979,0.026703,ASYM
A61K,A61Q,0.0005,0,0.235266,0.191839,GPT
B05C,B05D,0.0005,0,0.078125,0.064695,SYM
B23Q,B23B,0.0005,0,0.138915,0.15493,ASYM
H10D,H10B,0.0005,0,0.166845,0.149289,ASYM
C09J,C08L,0.0005,0,0.117139,0.113014,GPT
C07D,A01N,0.0005,0,0.064041,0.039319,GPT
A61F,A61L,0.0005,0,0.170678,0.144821,SYM
G01N,B01L,0.0005,0,0.113103,0.106658,GPT
H01L,H10H,0.0005,0,0.028384,0.053072,GPT
G02B,A61B,0.0005,0,0.0191,0.019762,SYM
B41J,G06K,0.0005,0,0.093257,0.065015,SYM
G06Q,G07F,0.0004,0,0.410533,0.235322,SYM
C01G,C01P,0.0004,0,0.271414,0.346821,ASYM
B22F,C22C,0.0004,0,0.220318,0.217816,ASYM
C08L,C08F,0.0004,0,0.125176,0.171817,SYM
C08J,B29K,0.0004,0,0.064634,0.059916,SYM
B29C,B01D,0.0004,0,0.011488,0.014188,SYM
A61B,A61N,0.0004,0,0.10937,0.102293,GPT
G11B,H04N,0.0004,0,0.132139,0.098252,ASYM
C08K,C08L,0.0004,0,0.217543,0.27933,ASYM
E05D,E05Y,0.0004,0,0.535004,0.549245,ASYM
C09D,C08J,0.0004,0,0.045931,0.057126,SYM
C08G,C09D,0.0003,0,0.154905,0.154791,SYM
H01L,H10D,0.0003,0,0.151641,0.154609,GPT
B29C,B29K,0.0003,0,0.323178,0.330299,ASYM
B29K,B29L,0.0003,0,0.250907,0.300846,SYM
G02B,G01N,0.0003,0,0.012739,0.017032,SYM
C07D,C07F,0.0003,0,0.056562,0.050436,GPT
G02B,H04N,0.0003,0,0.059936,0.058591,SYM
B01D,B01J,0.0003,0,0.122461,0.126676,SYM
C07K,C07C,0.0003,0,0.014078,0.00852,SYM
A23L,A23V,0.0003,0,0.235095,0.403675,GPT
C07C,B01J,0.0003,0,0.127942,0.097253,SYM
F02D,F02M,0.0003,0,0.216094,0.232829,SYM
C07C,C07D,0.0002,0,0.162431,0.132294,SYM
B29C,B29L,0.0002,0,0.377605,0.437589,ASYM
G01N,C12Q,0.0002,0,0.154913,0.185792,ASYM
F02B,F02M,0.0002,0,0.221846,0.219101,SYM
C07K,G01N,0.0002,0,0.08204,0.105414,SYM
C08G,C08L,0.0001,0,0.171691,0.192849,SYM
C08L,B29C,0.0001,0,0.029517,0.031522,SYM
