cpc_1,cpc_2,convergence_prob,actually_converged,jaccard_cutoff,jaccard_target,convergence_type
C22C,H01M,0.0125,0,0.019608,0.020503,SYM
F05D,F02K,0.0123,0,0.08384,0.088033,GPT
F16L,F24F,0.0122,0,0.020431,0.020337,ASYM
F02M,F04B,0.0121,0,0.037192,0.04,ASYM
C07C,C12P,0.0121,0,0.012965,0.014752,GPT
H01Q,H01P,0.0119,0,0.07438,0.055652,ASYM
H04W,H04J,0.0118,0,0.05546,0.045664,ASYM
F25B,B60H,0.0117,0,0.104421,0.103803,SYM
C07C,C07B,0.0116,0,0.102989,0.109863,GPT
A61M,B05B,0.0115,0,0.032317,0.030592,ASYM
F02F,F05C,0.0113,0,0.102941,0.093272,ASYM
B01D,F24F,0.0113,0,0.014199,0.019141,GPT
H04Q,H01R,0.0112,0,0.013917,0.012225,SYM
B01D,B03C,0.011,0,0.01241,0.010947,GPT
F27D,C21B,0.0109,0,0.11704,0.164835,ASYM
G06F,A63F,0.0108,0,0.023077,0.017071,GPT
G11B,B82Y,0.0107,0,0.050286,0.047117,SYM
G02B,G01J,0.0106,0,0.024868,0.021129,GPT
C08G,C07F,0.0106,0,0.035906,0.026976,ASYM
A61M,F16K,0.0106,0,0.015359,0.017535,ASYM
B01D,A61M,0.0104,0,0.019524,0.0253,ASYM
G01V,E21B,0.0103,0,0.046707,0.061294,ASYM
H04B,H03G,0.0103,0,0.028703,0.021429,GPT
G01R,H03K,0.0103,0,0.032004,0.01974,SYM
B29C,B60J,0.0102,0,0.010613,0.008389,GPT
A61K,C12Y,0.01,0,0.010033,0.014327,GPT
H04Q,H04J,0.01,0,0.090827,0.09417,SYM
B01D,F02D,0.01,0,0.027314,0.018276,ASYM
E04B,E04H,0.0099,0,0.068132,0.063348,ASYM
C08J,B01J,0.0098,0,0.011202,0.013423,ASYM
E04B,E04D,0.0098,0,0.09667,0.073986,ASYM
H04N,H04M,0.0097,0,0.028313,0.036293,ASYM
A61J,A61M,0.0096,0,0.068161,0.0663,GPT
B65D,B21D,0.0095,0,0.014307,0.012176,ASYM
B60K,B60T,0.0095,0,0.056728,0.069684,SYM
B41M,B42D,0.0095,0,0.065895,0.085913,GPT
G05B,G06F,0.0094,0,0.020308,0.019929,GPT
C12N,A61K,0.0094,0,0.105498,0.133842,GPT
B62D,G01D,0.0093,0,0.023697,0.01692,ASYM
A61P,A23K,0.0093,0,0.00855,0.010028,GPT
G05G,B60T,0.0091,0,0.057095,0.067302,GPT
F15B,B60T,0.009,0,0.034247,0.027532,SYM
A61F,A61N,0.0089,0,0.020402,0.023057,GPT
B32B,H05K,0.0089,0,0.018923,0.023947,SYM
F16K,E03C,0.0088,0,0.033745,0.025947,GPT
C09D,A01N,0.0088,0,0.013842,0.010872,ASYM
C09K,E21B,0.0087,0,0.021919,0.024434,GPT
H04L,G06F,0.0087,0,0.116616,0.131145,SYM
F04B,F04C,0.0087,0,0.060637,0.077196,ASYM
F25B,F04B,0.0086,0,0.038714,0.042254,SYM
G06Q,H04N,0.0085,0,0.023505,0.034619,ASYM
G01D,G01L,0.0085,0,0.050524,0.058559,SYM
C23C,B05D,0.0084,0,0.051925,0.050448,ASYM
F28F,F25B,0.0084,0,0.052632,0.063682,SYM
H04M,G10L,0.0084,0,0.036408,0.035093,GPT
A23L,A21D,0.0083,0,0.100851,0.093734,GPT
C07D,G03C,0.0083,0,0.007108,0.003613,GPT
G01D,H03M,0.0082,0,0.025526,0.014644,SYM
E05Y,E05F,0.0082,0,0.534081,0.530802,ASYM
C21D,C23C,0.0081,0,0.023407,0.035131,ASYM
H03K,H03L,0.0081,0,0.073486,0.082117,ASYM
H05B,A47J,0.0081,0,0.04908,0.033349,ASYM
H04N,H03H,0.0081,0,0.010258,0.001078,GPT
C08F,C04B,0.0081,0,0.016459,0.014943,ASYM
A61B,G16H,0.008,0,0.04,0.047289,GPT
B65D,B05C,0.008,0,0.016496,0.022487,GPT
A61L,C11D,0.008,0,0.019952,0.027833,ASYM
F04D,F05B,0.008,0,0.053942,0.017582,ASYM
C08G,A61L,0.0079,0,0.021608,0.019762,SYM
A61M,B65D,0.0079,0,0.019717,0.023055,SYM
C07F,B01J,0.0078,0,0.047243,0.035523,ASYM
B32B,C08G,0.0078,0,0.015758,0.025256,SYM
H04W,H04M,0.0077,0,0.136047,0.120081,SYM
B65H,D03D,0.0077,0,0.03163,0.02211,GPT
C04B,B01J,0.0077,0,0.018185,0.027211,ASYM
C07C,C07F,0.0076,0,0.081707,0.082293,ASYM
B65D,G09F,0.0075,0,0.021739,0.011162,GPT
F02B,F01N,0.0075,0,0.090428,0.117335,SYM
A61P,A23L,0.0075,0,0.023353,0.029913,GPT
F16C,B60B,0.0074,0,0.035859,0.054268,GPT
A47L,D06F,0.0074,0,0.111722,0.140143,SYM
F16C,F16J,0.0073,0,0.025161,0.038241,ASYM
G01R,H01L,0.0073,0,0.025851,0.024682,ASYM
C12N,C12M,0.0073,0,0.01417,0.012718,GPT
C09B,G03C,0.0073,0,0.026562,0.018182,ASYM
C09D,B41J,0.0073,0,0.023803,0.040712,ASYM
H04L,H04H,0.0073,0,0.017914,0.015111,GPT
E05Y,B60J,0.0073,0,0.089185,0.069832,ASYM
G06T,A63F,0.0072,0,0.039683,0.026513,GPT
G07F,A63F,0.0072,1,0.026293,0.054174,ASYM
G06F,B41J,0.0072,0,0.011703,0.013848,ASYM
H04M,H04R,0.0072,0,0.030746,0.031779,GPT
C07D,C07H,0.0071,0,0.019283,0.013894,GPT
B01J,H01M,0.0071,0,0.019739,0.024928,GPT
G01S,G08G,0.0071,0,0.072222,0.059183,ASYM
H01H,G05G,0.0071,0,0.056829,0.063915,ASYM
B32B,E04F,0.007,0,0.022668,0.028907,GPT
B05B,B05C,0.007,0,0.071319,0.077557,ASYM
B60R,H02J,0.007,0,0.024242,0.018607,GPT
A61L,A01N,0.0069,0,0.037957,0.036337,SYM
E04F,F16B,0.0069,0,0.037642,0.039903,ASYM
F16D,B60W,0.0069,0,0.040165,0.052825,SYM
H02M,H02P,0.0068,0,0.072944,0.107726,SYM
B29C,B65B,0.0068,0,0.032198,0.036236,GPT
F02C,B64D,0.0066,0,0.061118,0.056235,SYM
H03M,G06T,0.0066,0,0.039481,0.006458,SYM
B41J,B26D,0.0066,0,0.022502,0.016374,ASYM
B60G,F16C,0.0065,0,0.030956,0.029437,ASYM
C08K,C09B,0.0065,0,0.019361,0.012249,ASYM
H04N,G08B,0.0065,0,0.011622,0.015006,GPT
B65D,B65G,0.0065,0,0.015306,0.018125,ASYM
F16B,B23P,0.0064,0,0.026815,0.016911,ASYM
H10D,G11C,0.0064,0,0.058668,0.045195,SYM
D04H,D01D,0.0063,0,0.086903,0.104142,ASYM
G01S,H01Q,0.0063,0,0.066531,0.057305,ASYM
G03B,H04N,0.0063,0,0.054155,0.071871,GPT
G02F,H04B,0.0062,0,0.010864,0.011568,ASYM
H02M,H03K,0.0062,0,0.051528,0.054706,ASYM
G07C,G06V,0.0062,0,0.053097,0.046619,SYM
B60K,G05G,0.0061,0,0.041363,0.032437,GPT
G07B,B41J,0.0061,0,0.026154,0.022556,GPT
F28D,F25B,0.0061,0,0.065387,0.081525,SYM
F16D,B60K,0.0061,0,0.025568,0.039002,SYM
F21V,F21Y,0.0061,0,0.240741,0.419014,GPT
B60L,H01M,0.0061,0,0.032991,0.044264,ASYM
H04N,H10F,0.006,0,0.018397,0.029647,GPT
F02F,F02M,0.006,0,0.05048,0.034544,ASYM
A43B,A43C,0.006,0,0.184549,0.223827,GPT
G11B,G06K,0.006,0,0.021441,0.015663,SYM
G06Q,H04M,0.006,0,0.041355,0.045709,SYM
H03M,H04B,0.006,0,0.021053,0.017003,GPT
A61F,A61B,0.0059,0,0.207341,0.205373,SYM
G01R,H05K,0.0059,0,0.019261,0.009647,ASYM
G06Q,G06F,0.0059,0,0.068611,0.076596,ASYM
E04F,E04B,0.0058,0,0.119658,0.107078,SYM
G02B,H01R,0.0057,0,0.00864,0.00922,ASYM
B01D,F02M,0.0057,0,0.035993,0.031547,ASYM
F25B,F24F,0.0057,0,0.075523,0.082268,SYM
C07K,C07D,0.0056,0,0.019692,0.013864,ASYM
G07C,B60R,0.0056,0,0.057685,0.053649,GPT
C07C,C11B,0.0055,0,0.016566,0.020787,GPT
H02K,H01F,0.0055,0,0.034105,0.031167,SYM
B65H,G03G,0.0055,0,0.04604,0.036748,ASYM
B31B,B65D,0.0055,0,0.056079,0.062219,GPT
C08L,A61L,0.0055,0,0.033277,0.033657,ASYM
G06F,G09G,0.0054,0,0.035627,0.028771,GPT
B62D,B60T,0.0054,0,0.035419,0.064336,SYM
A61K,A23K,0.0054,0,0.00958,0.011134,GPT
F16D,C04B,0.0054,0,0.022719,0.021049,SYM
F16K,F02M,0.0054,0,0.036756,0.039526,SYM
H02G,H01R,0.0053,0,0.059305,0.058659,ASYM
F21V,F21W,0.0053,0,0.26195,0.264522,ASYM
H02G,F16G,0.0052,0,0.065312,0.034853,ASYM
B60W,F02D,0.0052,0,0.043306,0.057971,ASYM
G06F,G06T,0.0052,0,0.047417,0.031619,ASYM
G02F,H04N,0.0052,0,0.017982,0.010581,GPT
A23L,A23D,0.0052,0,0.101958,0.082574,GPT
C07C,C09B,0.0051,0,0.011038,0.007243,GPT
B65H,B07C,0.0051,0,0.022831,0.021394,GPT
D06M,C11D,0.0051,0,0.063599,0.076294,ASYM
F01D,F05D,0.0051,0,0.442777,0.545505,SYM
C08K,H01B,0.0051,0,0.033115,0.033714,GPT
F15B,E02F,0.005,0,0.07563,0.082745,ASYM
A61L,A01M,0.005,0,0.029581,0.037636,GPT
F16H,F01L,0.005,0,0.024029,0.020202,GPT
B60K,F16K,0.005,0,0.014147,0.007523,SYM
G03G,B41M,0.005,0,0.053918,0.036989,SYM
A01K,A01J,0.005,0,0.097633,0.02521,GPT
H04B,H03H,0.005,0,0.020879,0.013016,GPT
H01S,H10H,0.005,0,0.097222,0.072394,GPT
F16B,E04B,0.0049,0,0.064855,0.04248,SYM
G01S,H04B,0.0049,0,0.024004,0.03088,ASYM
F04C,F01C,0.0048,0,0.267241,0.3125,ASYM
C01B,H01M,0.0048,0,0.081805,0.076858,SYM
B82Y,H01F,0.0048,0,0.054054,0.04685,ASYM
C07D,A61Q,0.0048,0,0.013672,0.009511,ASYM
A61B,A61C,0.0047,0,0.02681,0.026122,GPT
A61P,C08B,0.0047,0,0.006126,0.004663,GPT
H01L,H10F,0.0047,0,0.031137,0.048304,GPT
C08G,C09J,0.0047,0,0.052972,0.065301,ASYM
A61F,A61H,0.0047,0,0.017268,0.012927,GPT
G01N,B03C,0.0047,0,0.012154,0.007568,GPT
H03M,G10L,0.0046,0,0.039197,0.060741,ASYM
G06K,B42D,0.0046,0,0.043702,0.036955,GPT
G02F,G09G,0.0046,0,0.067061,0.077907,ASYM
C09K,C23F,0.0046,0,0.029,0.027382,GPT
B41F,B41P,0.0046,0,0.497653,0.481276,ASYM
F16K,B60T,0.0046,0,0.024415,0.014085,SYM
A61K,A61F,0.0046,0,0.010713,0.008067,GPT
C07C,C08F,0.0046,0,0.029694,0.030372,ASYM
C08J,B29B,0.0046,0,0.04121,0.041472,ASYM
C08G,C09K,0.0045,0,0.039706,0.044388,ASYM
B65H,G07D,0.0045,0,0.035829,0.055888,GPT
G06F,G06N,0.0045,0,0.014916,0.004956,GPT
G03F,B41C,0.0045,0,0.070648,0.09018,ASYM
G01N,G01F,0.0045,0,0.021734,0.014229,GPT
B05C,D21H,0.0045,0,0.059585,0.046322,SYM
G02B,G09F,0.0045,0,0.017894,0.016028,GPT
H01R,G06K,0.0044,0,0.021776,0.025993,SYM
A61G,A47C,0.0044,0,0.108168,0.131229,SYM
C07D,C07B,0.0044,0,0.032666,0.031079,GPT
C09D,C23C,0.0044,0,0.016753,0.020194,SYM
H04B,H01S,0.0044,0,0.031851,0.028087,GPT
H02K,F16H,0.0044,0,0.039496,0.033843,ASYM
B01D,F01M,0.0044,0,0.01445,0.015674,GPT
B01D,C01B,0.0044,0,0.057048,0.04877,ASYM
A45D,B65D,0.0044,0,0.030648,0.04065,GPT
G03F,G03C,0.0044,0,0.030008,0.015152,ASYM
F02F,F01L,0.0044,0,0.082353,0.054393,SYM
B01D,C04B,0.0043,0,0.015594,0.030782,ASYM
B65D,B05B,0.0043,0,0.052313,0.054303,ASYM
H04B,H04W,0.0043,0,0.192308,0.173749,SYM
H03M,H04N,0.0043,0,0.029722,0.02759,GPT
B01J,F01N,0.0043,0,0.029795,0.047348,GPT
H04L,H03D,0.0043,0,0.015932,0.007288,GPT
H04L,H03K,0.0043,0,0.011546,0.008567,GPT
G02B,C03B,0.0043,0,0.020675,0.017833,GPT
F16L,F01N,0.0043,0,0.028274,0.028669,SYM
B60K,F02M,0.0042,0,0.026876,0.023302,SYM
C08G,C04B,0.0042,0,0.011444,0.008524,ASYM
F16D,B60T,0.0042,0,0.106724,0.080925,SYM
H01L,C30B,0.0042,0,0.035501,0.039517,GPT
B29C,B30B,0.0041,0,0.012977,0.00716,GPT
B41M,D21H,0.0041,0,0.045085,0.029758,SYM
C07C,C01B,0.0041,0,0.020556,0.018976,GPT
F05C,F04B,0.0041,0,0.064909,0.062734,ASYM
H03M,G06F,0.0041,0,0.017843,0.011351,GPT
H05B,C09K,0.0041,0,0.030866,0.05809,ASYM
H01M,C25B,0.0041,0,0.068426,0.029106,GPT
B01J,C07B,0.004,0,0.039724,0.034415,GPT
C08L,C08B,0.004,0,0.021339,0.016425,GPT
G01R,G11C,0.004,0,0.040975,0.033138,SYM
A61P,C12Q,0.004,1,0.01212,0.027011,GPT
G07C,E05B,0.004,0,0.10168,0.062126,SYM
G02B,B41J,0.0039,0,0.01718,0.017657,ASYM
B01F,C02F,0.0039,0,0.044912,0.032382,SYM
G11B,H04B,0.0039,0,0.01438,0.007355,SYM
C08F,C08C,0.0039,0,0.026662,0.021997,GPT
A61L,C02F,0.0039,0,0.021891,0.027598,ASYM
B41C,B41N,0.0039,0,0.227378,0.326568,SYM
C01B,C01P,0.0038,0,0.104439,0.100671,SYM
B29B,B01F,0.0038,0,0.058625,0.050355,SYM
C03C,C04B,0.0038,0,0.052018,0.040807,SYM
C07C,C09K,0.0038,0,0.036629,0.028365,ASYM
B62D,F16F,0.0038,0,0.026693,0.024027,SYM
C08F,A61K,0.0037,0,0.006451,0.008068,GPT
B31B,B65B,0.0037,0,0.089001,0.099631,GPT
B01D,C10G,0.0037,0,0.017465,0.016863,GPT
C08F,C10L,0.0037,0,0.023256,0.005837,GPT
B82Y,G01Q,0.0036,0,0.046971,0.026098,GPT
H02K,F16C,0.0036,0,0.044981,0.042043,SYM
B62D,B61D,0.0036,0,0.030654,0.007591,GPT
C08G,G03F,0.0036,0,0.021517,0.020899,GPT
A47B,F25D,0.0036,0,0.039953,0.048406,SYM
G01R,G01D,0.0036,0,0.034891,0.027189,SYM
B64C,B64D,0.0036,0,0.114007,0.159138,SYM
G02F,C09K,0.0036,0,0.053733,0.046846,ASYM
G01D,G01P,0.0036,0,0.078755,0.079717,SYM
C08G,C07D,0.0035,0,0.014141,0.01161,ASYM
F16D,F16F,0.0035,0,0.025364,0.028652,SYM
C08L,H05K,0.0035,0,0.018312,0.016213,ASYM
G11B,G06F,0.0035,0,0.054897,0.048398,SYM
E04F,E06B,0.0035,0,0.076752,0.050815,SYM
H05B,H02M,0.0035,0,0.050498,0.027214,ASYM
C22C,B23K,0.0035,0,0.042648,0.037489,SYM
C07H,C12P,0.0035,0,0.042899,0.021484,SYM
C07D,A61K,0.0034,0,0.086312,0.102865,ASYM
B60N,B64D,0.0034,0,0.06135,0.060298,SYM
H04B,G10L,0.0034,0,0.029504,0.010892,GPT
A23L,A23G,0.0034,0,0.110568,0.11941,GPT
B60R,B60T,0.0034,0,0.025641,0.031619,ASYM
B60R,B60J,0.0034,0,0.030303,0.041733,GPT
B60K,B60L,0.0034,0,0.138221,0.202071,ASYM
B60W,B60T,0.0033,0,0.092166,0.140871,SYM
C03C,C23C,0.0033,0,0.043103,0.041374,ASYM
G02F,G09F,0.0033,0,0.02963,0.018034,ASYM
G06F,H05K,0.0033,0,0.010212,0.01432,SYM
E05B,E05C,0.0033,0,0.456522,0.380787,ASYM
C08G,A61K,0.0033,0,0.015072,0.012774,GPT
C23C,C25D,0.0033,0,0.042542,0.049977,GPT
B65H,B65G,0.0033,0,0.036519,0.03381,SYM
G01L,G01M,0.0033,0,0.065574,0.064302,SYM
B32B,C09J,0.0033,0,0.044565,0.05569,ASYM
B60R,F16B,0.0033,0,0.022326,0.026713,ASYM
C08F,A61L,0.0033,0,0.019518,0.018301,SYM
B07C,B65G,0.0033,0,0.035104,0.038308,GPT
B62K,B62M,0.0033,0,0.28125,0.253731,SYM
B29C,B29B,0.0032,0,0.071861,0.06559,GPT
G06F,H03K,0.0032,0,0.027651,0.024943,GPT
G01C,G01P,0.0032,0,0.053636,0.04712,SYM
G02F,B82Y,0.0032,0,0.0278,0.018933,SYM
B82Y,H01J,0.0032,0,0.035836,0.034553,SYM
C08K,C07F,0.0032,0,0.022617,0.014441,SYM
C12N,C11D,0.0032,0,0.020178,0.018187,GPT
H05B,H01J,0.0032,0,0.019727,0.020091,SYM
H01M,C01G,0.0032,0,0.073554,0.04078,ASYM
H04B,H03D,0.0032,0,0.027213,0.024395,GPT
A61M,F04B,0.0032,0,0.026064,0.019585,ASYM
B62J,B62K,0.0032,0,0.186131,0.202247,ASYM
B25B,B23Q,0.0031,0,0.048518,0.043728,ASYM
H04B,H04H,0.0031,0,0.024582,0.019484,GPT
A61K,A61J,0.0031,0,0.004997,0.005459,GPT
A01N,C02F,0.0031,0,0.021206,0.020878,SYM
G01S,A61B,0.0031,0,0.027102,0.029212,ASYM
G05D,F16K,0.0031,0,0.051822,0.053879,SYM
F16C,B23Q,0.0031,0,0.021675,0.017908,SYM
F02B,F01B,0.0031,0,0.028846,0.021092,GPT
G02B,G03B,0.0031,0,0.040606,0.050794,GPT
C01P,C01F,0.003,0,0.159788,0.137725,GPT
B44C,B41M,0.003,0,0.072049,0.05171,GPT
C08G,D01F,0.003,0,0.017756,0.016726,GPT
B62D,B60K,0.003,0,0.03443,0.05013,SYM
B65H,B41F,0.003,0,0.062699,0.064324,ASYM
E02D,E01C,0.003,0,0.103982,0.040984,SYM
G01N,C12M,0.003,0,0.010609,0.014338,GPT
C12N,A61L,0.003,0,0.018903,0.012053,SYM
B32B,C04B,0.003,0,0.024795,0.033439,ASYM
B32B,D06N,0.003,0,0.028319,0.023101,GPT
C22C,B22D,0.003,0,0.049577,0.061491,ASYM
E06B,E04B,0.0029,0,0.050341,0.051146,SYM
G01N,A61P,0.0029,1,0.023152,0.048478,GPT
A23L,A23B,0.0029,0,0.089359,0.075108,ASYM
A61J,B65D,0.0029,0,0.045687,0.044802,GPT
G02B,H04B,0.0029,0,0.01807,0.015167,SYM
A61P,A01N,0.0029,0,0.014269,0.011612,GPT
H04L,H04J,0.0029,0,0.091244,0.070751,GPT
F21S,B60Q,0.0029,0,0.113419,0.152605,SYM
A01D,A01B,0.0029,0,0.143293,0.140351,SYM
E06B,E05Y,0.0028,0,0.07101,0.076357,ASYM
A61L,A61M,0.0028,0,0.034541,0.034895,SYM
G01R,H01M,0.0028,0,0.017588,0.022754,SYM
C09K,A61K,0.0028,0,0.008007,0.003514,GPT
C08G,B01J,0.0028,0,0.024335,0.020529,SYM
G02F,H10D,0.0028,0,0.028418,0.022894,SYM
H01H,H02B,0.0028,0,0.060725,0.066463,GPT
C08G,C08K,0.0028,0,0.079891,0.093459,SYM
H02K,F04D,0.0028,0,0.068289,0.05186,SYM
C08K,B60C,0.0028,0,0.050667,0.065205,GPT
C04B,H10N,0.0027,0,0.021104,0.026879,GPT
B60R,H01R,0.0027,0,0.021263,0.013443,ASYM
G02B,C08F,0.0027,0,0.023063,0.016669,SYM
G01N,B01J,0.0027,0,0.037849,0.040569,SYM
C07K,C12Q,0.0027,0,0.054839,0.064169,GPT
C22C,C23C,0.0027,0,0.048489,0.065355,SYM
C23C,H01J,0.0027,0,0.087734,0.076117,ASYM
A01N,C11D,0.0027,0,0.026477,0.029472,SYM
B65H,B41J,0.0027,0,0.051702,0.063678,SYM
F23D,F23R,0.0027,0,0.140105,0.205128,ASYM
B32B,C08K,0.0027,0,0.026439,0.031075,SYM
B32B,F16L,0.0027,0,0.028652,0.030554,ASYM
D21H,D21F,0.0026,0,0.05988,0.084475,ASYM
H04L,B60R,0.0026,0,0.009821,0.003046,ASYM
G01N,B01F,0.0026,0,0.01614,0.016731,GPT
F02B,F01M,0.0026,0,0.045526,0.038164,GPT
B26D,B23D,0.0026,0,0.058577,0.035503,SYM
B25B,B21D,0.0026,0,0.030681,0.022688,ASYM
A61P,C07F,0.0026,0,0.026669,0.01867,GPT
A61K,A61C,0.0026,0,0.004526,0.003398,GPT
H04N,H04H,0.0025,0,0.042875,0.059124,GPT
H02P,H02K,0.0025,0,0.063281,0.059215,ASYM
G11B,H03M,0.0025,0,0.050919,0.034306,ASYM
F01K,F02C,0.0025,0,0.139004,0.064103,ASYM
C09K,C08F,0.0025,0,0.021184,0.023622,SYM
C08F,G03F,0.0025,0,0.027341,0.036193,ASYM
H05K,H01B,0.0025,0,0.030338,0.034438,GPT
G02B,C03C,0.0025,0,0.038235,0.027411,ASYM
F03D,F05B,0.0025,0,0.331565,0.449168,ASYM
B41M,G03C,0.0025,0,0.056068,0.035223,ASYM
H04L,H04Q,0.0025,0,0.172756,0.093455,ASYM
B41M,B41C,0.0025,0,0.103896,0.097467,ASYM
C10M,C10N,0.0024,0,0.759729,0.812658,SYM
B25B,B23P,0.0024,0,0.053156,0.042572,SYM
C09D,C09C,0.0024,0,0.054045,0.044525,GPT
B29D,A43B,0.0024,0,0.042832,0.059122,GPT
D10B,D03D,0.0024,0,0.188849,0.220228,SYM
C09B,G03G,0.0024,0,0.035144,0.027051,SYM
C08G,H01B,0.0024,0,0.02105,0.023124,GPT
B01J,C10G,0.0024,0,0.075196,0.065678,GPT
C08F,C07F,0.0024,0,0.088145,0.041983,SYM
C09D,B05D,0.0023,0,0.060067,0.052707,GPT
G06F,G06K,0.0023,0,0.048409,0.038684,ASYM
G01N,G01J,0.0023,0,0.028748,0.028386,GPT
H03K,H10D,0.0023,0,0.033025,0.021476,SYM
H04L,H04B,0.0023,0,0.125077,0.127878,SYM
A45D,A46B,0.0023,0,0.119266,0.132492,SYM
G02B,F21V,0.0023,0,0.027076,0.025542,GPT
F01D,F04D,0.0023,0,0.080621,0.120401,SYM
